21_JUMP_STREET.srt 	21_JUMP_STREET_DVS90 	00:11:53,00 --> 00:12:00,50 	a woman with long blonde hair turns.
PARENTAL_GUIDANCE.srt 	PARENTAL_GUIDANCE_DVS295 	01:10:36,00 --> 01:10:47,50 	inside, someone turns distractedly from her violin.
PERCY_JACKSON_LIGHTENING_THIEF.srt 	PERCY_JACKSON_LIGHTENING_THIEF_DVS124 	00:28:51,00 --> 00:28:59,50 	someone sidesteps impatiently as someone turns and shoots a tentative look over his shoulder.
PERCY_JACKSON_LIGHTENING_THIEF.srt 	PERCY_JACKSON_LIGHTENING_THIEF_DVS164 	00:36:14,00 --> 00:36:21,50 	then pulls someone's sword from her grasp and turns its blade against the back of her neck.
PERCY_JACKSON_LIGHTENING_THIEF.srt 	PERCY_JACKSON_LIGHTENING_THIEF_DVS181 	00:41:15,00 --> 00:41:23,50 	someone turns away and closes his eyes.
PERCY_JACKSON_LIGHTENING_THIEF.srt 	PERCY_JACKSON_LIGHTENING_THIEF_DVS205 	00:51:52,00 --> 00:52:06,50 	the woman's eyes turn into granite like stone that spreads over her entire body.
PERCY_JACKSON_LIGHTENING_THIEF.srt 	PERCY_JACKSON_LIGHTENING_THIEF_DVS208 	00:53:13,00 --> 00:53:26,50 	chasing him, someone halts at an intersection, then instinctively turns.
PERCY_JACKSON_LIGHTENING_THIEF.srt 	PERCY_JACKSON_LIGHTENING_THIEF_DVS228 	01:01:29,00 --> 01:01:36,50 	later the truck turns down a road bordered with well-tended flowering trees and shrubs.
PERCY_JACKSON_LIGHTENING_THIEF.srt 	PERCY_JACKSON_LIGHTENING_THIEF_DVS265 	01:08:22,00 --> 01:08:32,50 	it turns to pursue her and she darts away.
PERCY_JACKSON_LIGHTENING_THIEF.srt 	PERCY_JACKSON_LIGHTENING_THIEF_DVS275 	01:09:59,00 --> 01:10:07,50 	the hydra's heads become motionless as they turn to stone.
PERCY_JACKSON_LIGHTENING_THIEF.srt 	PERCY_JACKSON_LIGHTENING_THIEF_DVS306 	01:16:45,00 --> 01:16:52,50 	he turns away and heads through a 1950s themed recreation area.
PERCY_JACKSON_LIGHTENING_THIEF.srt 	PERCY_JACKSON_LIGHTENING_THIEF_DVS414 	01:38:55,00 --> 01:39:05,50 	turning, someone sees water jet from its splitting seams.
PROMETHEUS.srt 	PROMETHEUS_DVS129 	00:07:48,00 --> 00:07:52,50 	a beam shines brightly from a chunky spacecraft as it turns.
PROMETHEUS.srt 	PROMETHEUS_DVS152 	00:09:38,00 --> 00:09:44,50 	lights turn on as he passes, then blink out again.
PROMETHEUS.srt 	PROMETHEUS_DVS181 	00:12:32,00 --> 00:12:39,50 	near an enormous ringed planet, the stocky insect shaped someone turns.
PROMETHEUS.srt 	PROMETHEUS_DVS217 	00:17:28,00 --> 00:17:35,50 	as weyland turns and walks away, his surroundings blink out.
PROMETHEUS.srt 	PROMETHEUS_DVS247 	00:23:00,00 --> 00:23:06,50 	turning his computer off, someone smiles and turns away.
PROMETHEUS.srt 	PROMETHEUS_DVS247 	00:23:00,00 --> 00:23:06,50 	turning his computer off, someone smiles and turns away.
PROMETHEUS.srt 	PROMETHEUS_DVS264 	00:25:28,00 --> 00:25:35,50 	clearing the gateway, the ship turns towards a low structure built in the distant valley.
PROMETHEUS.srt 	PROMETHEUS_DVS288 	00:28:30,00 --> 00:28:36,50 	he presses her helmet to his with an ardent gaze, then turns away.
PROMETHEUS.srt 	PROMETHEUS_DVS360 	00:35:13,00 --> 00:35:18,50 	pausing, the human team members turn.
PROMETHEUS.srt 	PROMETHEUS_DVS408 	00:41:26,00 --> 00:41:31,50 	someone turns to watch someone leave the bridge.
PROMETHEUS.srt 	PROMETHEUS_DVS542 	00:59:50,00 --> 00:59:56,50 	she turns, in a corner someone sits with concertina.
PROMETHEUS.srt 	PROMETHEUS_DVS610 	01:07:28,00 --> 01:07:33,50 	someone eyes the probe quizzically, then turns.
PROMETHEUS.srt 	PROMETHEUS_DVS626 	01:08:23,00 --> 01:08:29,50 	turning ahead, he slows, his lips parting.
PROMETHEUS.srt 	PROMETHEUS_DVS689 	01:13:41,00 --> 01:13:46,50 	he spreads his arms wide and turns on the spot.
PROMETHEUS.srt 	PROMETHEUS_DVS699 	01:14:24,00 --> 01:14:28,50 	someone turns.
PROMETHEUS.srt 	PROMETHEUS_DVS707 	01:14:58,00 --> 01:15:03,50 	turning his head  he leans an ear close to it.
PROMETHEUS.srt 	PROMETHEUS_DVS799 	01:25:39,00 --> 01:25:45,50 	he turns to a crewmate.
PROMETHEUS.srt 	PROMETHEUS_DVS805 	01:26:16,00 --> 01:26:28,50 	a crewman fires at the mutant, who turns his head angrily.
PROMETHEUS.srt 	PROMETHEUS_DVS805 	01:26:16,00 --> 01:26:28,50 	meanwhile someone turns briefly as she makes her way past a hanging space suit.
PROMETHEUS.srt 	PROMETHEUS_DVS829 	01:29:56,00 --> 01:30:02,50 	someone turns away from someone and his aide readies his wheelchair.
PROMETHEUS.srt 	PROMETHEUS_DVS900 	01:39:46,00 --> 01:39:53,50 	the engineer turns someone around and palms her chest, knocking her off the platform.
PROMETHEUS.srt 	PROMETHEUS_DVS947 	01:45:02,00 --> 01:45:11,50 	the crescent shaped ship rotates, its blunted ends turning toward the human's vessel as it rises into the sky.
PROMETHEUS.srt 	PROMETHEUS_DVS963 	01:46:12,00 --> 01:46:18,50 	the crescent shaped ship turns sideways and descends to the ground.
PROMETHEUS.srt 	PROMETHEUS_DVS986 	01:48:29,00 --> 01:48:36,50 	turning, someone sees the lifeboat and staggers over the someone littered ground.
PROMETHEUS.srt 	PROMETHEUS_DVS1012 	01:50:42,00 --> 01:50:49,50 	as someone turns, the remaining engineer forces a pair of side doors open and leans through.
PUBLIC_ENEMIES.srt 	PUBLIC_ENEMIES_DVS48 	00:08:08,00 --> 00:08:30,50 	as someone turns and walks away from the farmhouse, the woman continues to gaze after him.
PUBLIC_ENEMIES.srt 	PUBLIC_ENEMIES_DVS61 	00:11:02,00 --> 00:11:10,50 	he turns away from the window and hurries out of the room.
PUBLIC_ENEMIES.srt 	PUBLIC_ENEMIES_DVS141 	00:25:40,00 --> 00:25:45,50 	a gust of wind, someone turns her to face him.
PUBLIC_ENEMIES.srt 	PUBLIC_ENEMIES_DVS218 	00:40:26,00 --> 00:40:35,50 	in the street, someone turns.
PUBLIC_ENEMIES.srt 	PUBLIC_ENEMIES_DVS260 	00:49:30,00 --> 00:49:39,50 	as johnny turns back to the bedroom, the door bursts open.
PUBLIC_ENEMIES.srt 	PUBLIC_ENEMIES_DVS315 	01:00:40,00 --> 01:00:45,50 	someone turns away with a humorless look.
PUBLIC_ENEMIES.srt 	PUBLIC_ENEMIES_DVS336 	01:04:18,00 --> 01:04:41,50 	they pay no attention as the ford trundles by and turns on to the main street.
PUBLIC_ENEMIES.srt 	PUBLIC_ENEMIES_DVS370 	01:10:25,00 --> 01:10:30,50 	he turns to someone and someone.
PUBLIC_ENEMIES.srt 	PUBLIC_ENEMIES_DVS377 	01:12:05,00 --> 01:12:14,50 	he turns away.
PUBLIC_ENEMIES.srt 	PUBLIC_ENEMIES_DVS379 	01:12:54,00 --> 01:13:03,50 	outside, hoover turns from someone and heads over to a group of well-dressed boys standing in two lines.
PUBLIC_ENEMIES.srt 	PUBLIC_ENEMIES_DVS386 	01:14:22,00 --> 01:14:34,50 	the overhead light turns on, bathing the audience members' faces
PUBLIC_ENEMIES.srt 	PUBLIC_ENEMIES_DVS387 	01:14:33,00 --> 01:14:39,50 	the audience turns, peering at the people to the right.
PUBLIC_ENEMIES.srt 	PUBLIC_ENEMIES_DVS388 	01:14:38,00 --> 01:14:43,50 	the audience turns again.
PUBLIC_ENEMIES.srt 	PUBLIC_ENEMIES_DVS389 	01:14:44,00 --> 01:14:59,50 	someone turns to someone.
PUBLIC_ENEMIES.srt 	PUBLIC_ENEMIES_DVS425 	01:21:26,00 --> 01:21:36,50 	the stern-faced g-man turns gravely toward someone and nods.
PUBLIC_ENEMIES.srt 	PUBLIC_ENEMIES_DVS477 	01:30:25,00 --> 01:30:45,50 	baby face turns his back to the vehicle as its glaring headlights draw closer.
PUBLIC_ENEMIES.srt 	PUBLIC_ENEMIES_DVS507 	01:36:09,00 --> 01:36:16,50 	someone checks her watch then turns up a radio, windows behind her show the passing train.
PUBLIC_ENEMIES.srt 	PUBLIC_ENEMIES_DVS508 	01:36:19,00 --> 01:36:47,50 	as she skims a newspaper and turns up the radio, another elevated train passes in the windows.
PUBLIC_ENEMIES.srt 	PUBLIC_ENEMIES_DVS611 	01:54:48,00 --> 01:54:56,50 	someone lowers the phone and turns to his peers.
PUBLIC_ENEMIES.srt 	PUBLIC_ENEMIES_DVS613 	01:55:15,00 --> 01:55:19,50 	all eyes turn to someone.
PUBLIC_ENEMIES.srt 	PUBLIC_ENEMIES_DVS622 	01:56:58,00 --> 01:57:06,50 	he turns to a bulletin board where multiple mugshots of familiar criminals hang posted.
PUBLIC_ENEMIES.srt 	PUBLIC_ENEMIES_DVS637 	01:59:52,00 --> 02:00:03,50 	he stops, turns, and puts his back to the cinema.
PUBLIC_ENEMIES.srt 	PUBLIC_ENEMIES_DVS648 	02:01:45,00 --> 02:02:05,50 	sitting in her own, someone turns, peeking nervously over her shoulder.
PUBLIC_ENEMIES.srt 	PUBLIC_ENEMIES_DVS649 	02:02:12,00 --> 02:02:37,50 	later still, she turns away from a door, clad in black.
PUBLIC_ENEMIES.srt 	PUBLIC_ENEMIES_DVS650 	02:02:34,00 --> 02:02:57,50 	someone turns, gazing toward the cinema lobby.
PUBLIC_ENEMIES.srt 	PUBLIC_ENEMIES_DVS652 	02:03:16,00 --> 02:03:45,50 	onscreen, gable turns away from powell who draws a deep breath and heads into a cell block.
PUBLIC_ENEMIES.srt 	PUBLIC_ENEMIES_DVS690 	02:09:28,00 --> 02:09:43,50 	he turns the case, offering the grieving woman a cigarette.
ROBIN_HOOD.srt 	ROBIN_HOOD_DVS64 	00:18:10,00 --> 00:18:23,50 	the rider turns over his sword.
ROBIN_HOOD.srt 	ROBIN_HOOD_DVS80 	00:21:23,00 --> 00:21:34,50 	someone stares slack jawed, then turns and breaks into a run.
ROBIN_HOOD.srt 	ROBIN_HOOD_DVS101 	00:25:51,00 --> 00:26:01,50 	someone turns.
ROBIN_HOOD.srt 	ROBIN_HOOD_DVS109 	00:28:19,00 --> 00:28:27,50 	someone turns his face skyward.
ROBIN_HOOD.srt 	ROBIN_HOOD_DVS118 	00:30:36,00 --> 00:30:42,50 	friar turns as someone arrives and faces a second clergyman.
ROBIN_HOOD.srt 	ROBIN_HOOD_DVS144 	00:36:38,00 --> 00:36:42,50 	she turns to a servant.
ROBIN_HOOD.srt 	ROBIN_HOOD_DVS174 	00:41:41,00 --> 00:41:50,50 	someone glares at someone, then turns away.
ROBIN_HOOD.srt 	ROBIN_HOOD_DVS185 	00:44:26,00 --> 00:44:33,50 	she turns toward the forest and sees a group of bare chested boys running away.
ROBIN_HOOD.srt 	ROBIN_HOOD_DVS190 	00:45:58,00 --> 00:46:04,50 	he shifts his gaze to the other men, then turns back to someone.
ROBIN_HOOD.srt 	ROBIN_HOOD_DVS201 	00:48:47,00 --> 00:49:02,50 	someone's mistress eyes her as she leaves, then turns her haughty gaze to her husband.
ROBIN_HOOD.srt 	ROBIN_HOOD_DVS206 	00:49:54,00 --> 00:50:09,50 	he tosses it in the air as he turns to his bald friend.
ROBIN_HOOD.srt 	ROBIN_HOOD_DVS208 	00:50:16,00 --> 00:50:23,50 	he lowers his arm arms and turns partway to the conspirator watching him from the corner
ROBIN_HOOD.srt 	ROBIN_HOOD_DVS238 	00:54:45,00 --> 00:54:56,50 	she quickly turns her back to him.
ROBIN_HOOD.srt 	ROBIN_HOOD_DVS254 	00:59:02,00 --> 00:59:06,50 	she turns back to someone at the door.
ROBIN_HOOD.srt 	ROBIN_HOOD_DVS317 	01:16:32,00 --> 01:16:43,50 	turning on the spot as rain begins to fall upon the fields.
ROBIN_HOOD.srt 	ROBIN_HOOD_DVS320 	01:17:28,00 --> 01:17:54,50 	she turns her back to him and strides across the great hall, her arms swinging stiffly at her sides.
ROBIN_HOOD.srt 	ROBIN_HOOD_DVS329 	01:20:10,00 --> 01:20:15,50 	the queen mother turns.
ROBIN_HOOD.srt 	ROBIN_HOOD_DVS385 	01:34:42,00 --> 01:34:47,50 	he turns his white horse and rides away.
ROBIN_HOOD.srt 	ROBIN_HOOD_DVS429 	01:46:36,00 --> 01:46:47,50 	she turns, putting her back to it as the frenchman advances.
ROBIN_HOOD.srt 	ROBIN_HOOD_DVS515 	02:09:04,00 --> 02:09:09,50 	the tyrant turns away from the crowd.
ROBIN_HOOD.srt 	ROBIN_HOOD_DVS530 	02:11:27,00 --> 02:11:33,50 	they turn in a circle.
RUBY_SPARKS.srt 	RUBY_SPARKS_DVS46 	00:07:50,00 --> 00:07:59,50 	as a crowd crosses the other end, he turns back and walks in the opposite direction.
RUBY_SPARKS.srt 	RUBY_SPARKS_DVS55 	00:09:43,00 --> 00:09:47,50 	he turns on a light.
RUBY_SPARKS.srt 	RUBY_SPARKS_DVS114 	00:20:27,00 --> 00:20:32,50 	turning, someone pauses.
RUBY_SPARKS.srt 	RUBY_SPARKS_DVS147 	00:25:13,00 --> 00:25:18,50 	someone turns away, his body relaxing.
RUBY_SPARKS.srt 	RUBY_SPARKS_DVS181 	00:29:27,00 --> 00:29:32,50 	leaning forward, she turns on the radio.
RUBY_SPARKS.srt 	RUBY_SPARKS_DVS297 	00:47:47,00 --> 00:47:53,50 	as someone sets a tablet aside, someone turns off a lamp.
RUBY_SPARKS.srt 	RUBY_SPARKS_DVS311 	00:49:27,00 --> 00:49:33,50 	someone parks the car then turns to someone.
RUBY_SPARKS.srt 	RUBY_SPARKS_DVS332 	00:54:15,00 --> 00:54:20,50 	someone lies on her side, turning away from someone.
RUBY_SPARKS.srt 	RUBY_SPARKS_DVS392 	01:02:58,00 --> 01:03:05,50 	moving hesitantly, he turns on a bedside lamp and shifts his tempted gaze.
RUBY_SPARKS.srt 	RUBY_SPARKS_DVS433 	01:06:50,00 --> 01:06:55,50 	turning, he halts and calls across the busy street.
RUBY_SPARKS.srt 	RUBY_SPARKS_DVS472 	01:11:52,00 --> 01:12:00,50 	she turns the tv back on and throws down the remote.
RUBY_SPARKS.srt 	RUBY_SPARKS_DVS475 	01:12:05,00 --> 01:12:12,50 	as he sits beside her on the couch, someone turns off the tv.
RUBY_SPARKS.srt 	RUBY_SPARKS_DVS507 	01:18:38,00 --> 01:18:43,50 	in the house, someone turns on the light.
SALT.srt 	SALT_DVS98 	00:20:08,00 --> 00:20:12,50 	someone abruptly turns away.
SALT.srt 	SALT_DVS103 	00:20:35,00 --> 00:20:40,50 	someone turns to his aide.
SALT.srt 	SALT_DVS106 	00:20:51,00 --> 00:21:03,50 	she turns down another corridor.
SALT.srt 	SALT_DVS264 	00:46:39,00 --> 00:46:46,50 	on board, a female police officer turns.
SALT.srt 	SALT_DVS350 	01:02:20,00 --> 01:02:28,50 	reaching a dimly lit corridor, someone turns to find two thugs lifting a large circular hatch on the floor.
SALT.srt 	SALT_DVS351 	01:02:29,00 --> 01:02:46,50 	as someone peers down through the opening, a flashlight turns on to reveal someone bound with a chain.
SALT.srt 	SALT_DVS355 	01:03:13,00 --> 01:03:19,50 	as someone turns away, her smile fades.
SALT.srt 	SALT_DVS356 	01:03:17,00 --> 01:03:22,50 	and then turns, a guard wrenches a valve.
SALT.srt 	SALT_DVS375 	01:06:57,00 --> 01:07:12,50 	someone turns away with a stony expression.
SALT.srt 	SALT_DVS402 	01:10:30,00 --> 01:10:35,50 	someone turns and lifts his arms.
SALT.srt 	SALT_DVS405 	01:10:49,00 --> 01:11:02,50 	someone turns revealing his soft features and bee-stung lips.
SALT.srt 	SALT_DVS425 	01:13:57,00 --> 01:14:03,50 	turning a corner, the president and his men approach an elevator.
SALT.srt 	SALT_DVS482 	01:23:03,00 --> 01:23:17,50 	as he turns from the window, he spots a news report on the monitor.
SALT.srt 	SALT_DVS484 	01:23:40,00 --> 01:23:48,50 	someone turns back to the window and steps closer.
SALT.srt 	SALT_DVS555 	01:35:47,00 --> 01:35:52,50 	they turn away from the potomac's rocky bank.
SANCTUM.srt 	SANCTUM_DVS51 	00:11:12,00 --> 00:11:19,50 	lowering his gaze, he turns to face him.
SANCTUM.srt 	SANCTUM_DVS136 	00:28:56,00 --> 00:29:03,50 	virgil glides over to someone who turns, peering out at someone from the monitor.
SANCTUM.srt 	SANCTUM_DVS150 	00:31:38,00 --> 00:31:42,50 	someone turns off the radio.
SANCTUM.srt 	SANCTUM_DVS215 	00:47:02,00 --> 00:47:07,50 	someone queasily turns away.
SANCTUM.srt 	SANCTUM_DVS271 	00:55:08,00 --> 00:55:17,50 	on to the rocky bank, he pulls of an elastic band strapping a flashlight to his arm and turns on his helmet's secondary light.
SANCTUM.srt 	SANCTUM_DVS422 	01:21:20,00 --> 01:21:28,50 	smiling, he turns to his father and smears some of the sludge on his cheek.
SANCTUM.srt 	SANCTUM_DVS431 	01:22:22,00 --> 01:22:31,50 	drops of water splash against their helmets, someone turns to his father and meets his gaze with a broad grin.
SANCTUM.srt 	SANCTUM_DVS452 	01:24:59,00 --> 01:25:11,50 	he turns on his wristwatch's light and it glows on his determined face.
SANCTUM.srt 	SANCTUM_DVS491 	01:30:50,00 --> 01:30:57,50 	turning away from someone, someone moves through the chamber, his eyes scanning the ground.
SANCTUM.srt 	SANCTUM_DVS493 	01:31:08,00 --> 01:31:16,50 	someone's expression crumbles and someone turns to see someone's pale and swollen face.
SANCTUM.srt 	SANCTUM_DVS505 	01:34:29,00 --> 01:34:36,50 	young man turns to see someone rising to his feet nearby holding a glow stick.
SNOW_FLOWER_FD.srt 	SNOW_FLOWER_FD_DVS74 	00:05:36,00 --> 00:05:41,50 	swaying unsteadily, she turns away.
SNOW_FLOWER_FD.srt 	SNOW_FLOWER_FD_DVS221 	00:15:28,00 --> 00:15:34,50 	as the little girl turns and hobbles in the other direction,
SNOW_FLOWER_FD.srt 	SNOW_FLOWER_FD_DVS228 	00:15:53,00 --> 00:15:59,50 	turning onto her other side, she faces a sleeping sibling.
SNOW_FLOWER_FD.srt 	SNOW_FLOWER_FD_DVS252 	00:17:23,00 --> 00:17:28,50 	the plump woman nods, then turns to the door.
SNOW_FLOWER_FD.srt 	SNOW_FLOWER_FD_DVS353 	00:23:50,00 --> 00:23:55,50 	someone turns back to her parents.
SNOW_FLOWER_FD.srt 	SNOW_FLOWER_FD_DVS364 	00:24:22,00 --> 00:24:27,50 	the young bride turns to her laotong, the beaded fringe on her veil swaying back and forth.
SNOW_FLOWER_FD.srt 	SNOW_FLOWER_FD_DVS421 	00:28:13,00 --> 00:28:19,50 	he rests the cup just below his lips as he swallows, then turns to someone with a furrowed brow and finds her gazing at him.
SNOW_FLOWER_FD.srt 	SNOW_FLOWER_FD_DVS497 	00:32:17,00 --> 00:32:22,50 	then turns her look.
SNOW_FLOWER_FD.srt 	SNOW_FLOWER_FD_DVS506 	00:32:56,00 --> 00:33:03,50 	someone makes her way across a bridge outside a temple, then turns to the young servant.
SNOW_FLOWER_FD.srt 	SNOW_FLOWER_FD_DVS625 	00:41:32,00 --> 00:41:37,50 	she turns for the exit.
SNOW_FLOWER_FD.srt 	SNOW_FLOWER_FD_DVS672 	00:43:55,00 --> 00:44:02,50 	he turns and ambles across the room to a window, posts his arm on the wall, and hangs his head.
SNOW_FLOWER_FD.srt 	SNOW_FLOWER_FD_DVS758 	00:50:04,00 --> 00:50:13,50 	someone turns and wheels her suitcase through a set of automatic doors underneath the sign for terminal 1.
SNOW_FLOWER_FD.srt 	SNOW_FLOWER_FD_DVS761 	00:50:17,00 --> 00:50:22,50 	someone turns away and ambles off alone.
SNOW_FLOWER_FD.srt 	SNOW_FLOWER_FD_DVS1029 	01:07:06,00 --> 01:07:12,50 	someone turns away, putting her back to the corridor wall, and blinks heavily.
SNOW_FLOWER_FD.srt 	SNOW_FLOWER_FD_DVS1065 	01:11:51,00 --> 01:11:56,50 	as someone leans in, someone turns away.
SNOW_FLOWER_FD.srt 	SNOW_FLOWER_FD_DVS1080 	01:14:07,00 --> 01:14:11,50 	she turns away.
SNOW_FLOWER_FD.srt 	SNOW_FLOWER_FD_DVS1127 	01:16:51,00 --> 01:16:56,50 	someone abruptly turns away and marches through the gate.
SNOW_FLOWER_FD.srt 	SNOW_FLOWER_FD_DVS1169 	01:19:18,00 --> 01:19:23,50 	someone turns the fan in her hands, her chest heaving.
SNOW_FLOWER_FD.srt 	SNOW_FLOWER_FD_DVS1175 	01:19:32,00 --> 01:19:36,50 	her features set in a dazed expression, someone turns away.
SNOW_FLOWER_FD.srt 	SNOW_FLOWER_FD_DVS1192 	01:20:36,00 --> 01:20:43,50 	she sinks down, turning her back to us as she rests her head against her hand.
SNOW_FLOWER_FD.srt 	SNOW_FLOWER_FD_DVS1240 	01:23:17,00 --> 01:23:23,50 	someone pauses, turning her face slightly in someone's direction.
SNOW_FLOWER_FD.srt 	SNOW_FLOWER_FD_DVS1243 	01:23:39,00 --> 01:23:43,50 	she stops and turns.
SNOW_FLOWER_FD.srt 	SNOW_FLOWER_FD_DVS1275 	01:26:12,00 --> 01:26:17,50 	someone turns to the next page
SNOW_FLOWER_FD.srt 	SNOW_FLOWER_FD_DVS1291 	01:29:08,00 --> 01:29:13,50 	someone gives a stoic nod, then turns away,
SNOW_FLOWER_FD.srt 	SNOW_FLOWER_FD_DVS1302 	01:30:03,00 --> 01:30:08,50 	someone frowns quizzically as she turns it in her fingertips.
SNOW_FLOWER_FD.srt 	SNOW_FLOWER_FD_DVS1313 	01:30:42,00 --> 01:30:47,50 	leading her into a room, he turns to a worker.
SNOW_FLOWER_FD.srt 	SNOW_FLOWER_FD_DVS1449 	01:38:16,00 --> 01:38:24,50 	now, someone and someone stand side by side with their faces turned to each other.
SORCERERS_APPRENTICE.srt 	SORCERERS_APPRENTICE_DVS23 	00:05:03,00 --> 00:05:20,50 	someone turns to the chubby boy, who gives him a thumbs up.
SORCERERS_APPRENTICE.srt 	SORCERERS_APPRENTICE_DVS41 	00:08:29,00 --> 00:08:35,50 	struggling to peek over his shoulder, he turns in circles.
SORCERERS_APPRENTICE.srt 	SORCERERS_APPRENTICE_DVS43 	00:09:05,00 --> 00:09:12,50 	someone turns away and pads toward the doors.
SORCERERS_APPRENTICE.srt 	SORCERERS_APPRENTICE_DVS48 	00:10:21,00 --> 00:10:38,50 	someone studies his dragon ring, turning it to catch the light.
SORCERERS_APPRENTICE.srt 	SORCERERS_APPRENTICE_DVS77 	00:14:59,00 --> 00:15:07,50 	a young man fumbles to turn it off, then finds a full-grown bulldog lying on his chest.
SORCERERS_APPRENTICE.srt 	SORCERERS_APPRENTICE_DVS78 	00:15:07,00 --> 00:15:11,50 	turns off his wristwatch.
SORCERERS_APPRENTICE.srt 	SORCERERS_APPRENTICE_DVS86 	00:16:51,00 --> 00:17:02,50 	with a nod, someone turns to head off, then turns back and furrows his brow.
SORCERERS_APPRENTICE.srt 	SORCERERS_APPRENTICE_DVS86 	00:16:51,00 --> 00:17:02,50 	with a nod, someone turns to head off, then turns back and furrows his brow.
SORCERERS_APPRENTICE.srt 	SORCERERS_APPRENTICE_DVS100 	00:20:17,00 --> 00:20:21,50 	he turns on a radio.
SORCERERS_APPRENTICE.srt 	SORCERERS_APPRENTICE_DVS142 	00:27:15,00 --> 00:27:20,50 	he turns away.
SORCERERS_APPRENTICE.srt 	SORCERERS_APPRENTICE_DVS225 	00:43:05,00 --> 00:43:10,50 	other female attendants turn.
SORCERERS_APPRENTICE.srt 	SORCERERS_APPRENTICE_DVS234 	00:44:57,00 --> 00:45:03,50 	someone turns and gawks as someone leaves a nearby building.
SORCERERS_APPRENTICE.srt 	SORCERERS_APPRENTICE_DVS329 	01:07:36,00 --> 01:07:43,50 	someone turns away sadly and leaves.
SORCERERS_APPRENTICE.srt 	SORCERERS_APPRENTICE_DVS330 	01:07:40,00 --> 01:07:47,50 	she turns to find him walking away, then excuses herself from her friends.
SORCERERS_APPRENTICE.srt 	SORCERERS_APPRENTICE_DVS342 	01:11:23,00 --> 01:11:28,50 	around his right wrist, turning them
SORCERERS_APPRENTICE.srt 	SORCERERS_APPRENTICE_DVS396 	01:22:50,00 --> 01:22:57,50 	he turns it around to find the likeness of someone's beloved.
SORCERERS_APPRENTICE.srt 	SORCERERS_APPRENTICE_DVS408 	01:25:18,00 --> 01:25:24,50 	the sorcerer turns, facing someone and someone.
SOUL_SURFER.srt 	SOUL_SURFER_DVS104 	00:36:26,00 --> 00:36:37,50 	she turns her attention to the side of the road where a series of propped up surfboards read, "welcome home someone.
SOUL_SURFER.srt 	SOUL_SURFER_DVS183 	00:55:44,00 --> 00:55:50,50 	someone turns her head and finds her mother watching compassionately from a few feet away.
SOUL_SURFER.srt 	SOUL_SURFER_DVS191 	01:00:39,00 --> 01:00:45,50 	someone arrives, turns in a form and takes a gray t-shirt.
SOUL_SURFER.srt 	SOUL_SURFER_DVS244 	01:13:55,00 --> 01:14:02,50 	she turns from the woman and walks a short distance away, her chest heaving.
SPARKLE_2012.srt 	SPARKLE_2012_DVS31 	00:05:45,00 --> 00:05:53,50 	smiling, he turns back to the club.
SPARKLE_2012.srt 	SPARKLE_2012_DVS35 	00:06:37,00 --> 00:06:47,50 	he smiles and turns back around.
SPARKLE_2012.srt 	SPARKLE_2012_DVS59 	00:10:45,00 --> 00:10:49,50 	someone turns to someone.
SPARKLE_2012.srt 	SPARKLE_2012_DVS60 	00:10:52,00 --> 00:10:58,50 	as she turns away, the big smile grows on her face.
SPARKLE_2012.srt 	SPARKLE_2012_DVS68 	00:12:01,00 --> 00:12:11,50 	with a judgmental look, someone turns away.
SPARKLE_2012.srt 	SPARKLE_2012_DVS74 	00:12:59,00 --> 00:13:05,50 	they sit with open bibles as she turns the tv back on.
SPARKLE_2012.srt 	SPARKLE_2012_DVS91 	00:14:24,00 --> 00:14:28,50 	he turns in a different direction.
SPARKLE_2012.srt 	SPARKLE_2012_DVS103 	00:17:22,00 --> 00:17:27,50 	then she turns around and smiles at someone.
SPARKLE_2012.srt 	SPARKLE_2012_DVS127 	00:21:07,00 --> 00:21:13,50 	they turn and see an upstairs light come on in the house.
SPARKLE_2012.srt 	SPARKLE_2012_DVS137 	00:23:26,00 --> 00:23:32,50 	he turns to someone who shrugs.
SPARKLE_2012.srt 	SPARKLE_2012_DVS159 	00:27:26,00 --> 00:27:32,50 	he turns to someone.
SPARKLE_2012.srt 	SPARKLE_2012_DVS160 	00:27:31,00 --> 00:27:40,50 	someone turns to watch them.
SPARKLE_2012.srt 	SPARKLE_2012_DVS179 	00:29:41,00 --> 00:29:47,50 	but she turns her back to him.
SPARKLE_2012.srt 	SPARKLE_2012_DVS205 	00:32:32,00 --> 00:32:37,50 	someone turns and notices someone.
SPARKLE_2012.srt 	SPARKLE_2012_DVS255 	00:39:39,00 --> 00:39:46,50 	they clap their hands, then turn around.
SPARKLE_2012.srt 	SPARKLE_2012_DVS276 	00:43:24,00 --> 00:43:33,50 	he straightens his cousin's lapels, taps him on the chest, then turns and heads for the door.
SPARKLE_2012.srt 	SPARKLE_2012_DVS277 	00:43:31,00 --> 00:43:37,50 	with his chin jutting forward, someone turns back.
SPARKLE_2012.srt 	SPARKLE_2012_DVS319 	00:52:43,00 --> 00:52:51,50 	turning around, she gazes up at her two remaining daughters, who glare down and promptly retreat into the bedroom.
SPARKLE_2012.srt 	SPARKLE_2012_DVS321 	00:53:01,00 --> 00:53:07,50 	someone nods, turns on the headlight and drives away from her house.
SPARKLE_2012.srt 	SPARKLE_2012_DVS365 	01:01:51,00 --> 01:01:56,50 	sister turns her bruised face away.
