21_JUMP_STREET.srt 	21_JUMP_STREET_DVS21 	00:02:57,00 --> 00:03:02,50 	sitting on a nearby bench, the nerd looks over.
RUBY_SPARKS.srt 	RUBY_SPARKS_DVS99 	00:16:55,00 --> 00:17:00,50 	someone sits on the couch with an infant.
RUBY_SPARKS.srt 	RUBY_SPARKS_DVS288 	00:45:45,00 --> 00:45:51,50 	she sits on his lap and wraps her arms around him.
RUBY_SPARKS.srt 	RUBY_SPARKS_DVS300 	00:48:14,00 --> 00:48:20,50 	someone wakes up, spots him at the foot of the bed and sits up.
RUBY_SPARKS.srt 	RUBY_SPARKS_DVS309 	00:49:07,00 --> 00:49:12,50 	someone sits on someone's lap.
RUBY_SPARKS.srt 	RUBY_SPARKS_DVS340 	00:55:16,00 --> 00:55:20,50 	someone sits up.
RUBY_SPARKS.srt 	RUBY_SPARKS_DVS475 	01:12:05,00 --> 01:12:12,50 	as he sits beside her on the couch, someone turns off the tv.
RUBY_SPARKS.srt 	RUBY_SPARKS_DVS476 	01:12:09,00 --> 01:12:16,50 	she chucks the remote aside then sits up sucking in her lips remorsefully.
RUBY_SPARKS.srt 	RUBY_SPARKS_DVS477 	01:12:16,00 --> 01:12:23,50 	someone sits with his hands on his knees, staring with a furrowed brow.
RUBY_SPARKS.srt 	RUBY_SPARKS_DVS626 	01:30:50,00 --> 01:30:55,50 	someone sits up, his hair disheveled.
RUBY_SPARKS.srt 	RUBY_SPARKS_DVS643 	01:32:22,00 --> 01:32:27,50 	someone sits up a bit.
RUBY_SPARKS.srt 	RUBY_SPARKS_DVS647 	01:32:47,00 --> 01:32:53,50 	now, a golf ball sits on a bed of tall grass.
RUBY_SPARKS.srt 	RUBY_SPARKS_DVS654 	01:33:56,00 --> 01:34:03,50 	sitting at the desk, he opens a laptop and stares at its screen.
RUBY_SPARKS.srt 	RUBY_SPARKS_DVS659 	01:34:32,00 --> 01:34:36,50 	someone sits in mort's chair.
SALT.srt 	SALT_DVS89 	00:18:50,00 --> 00:18:59,50 	with her back to the door, she sits on the edge of the table.
SALT.srt 	SALT_DVS324 	00:57:46,00 --> 00:58:00,50 	passengers sit calmly on a ferry.
SALT.srt 	SALT_DVS458 	01:18:38,00 --> 01:18:44,50 	he sits and types on his computer
SANCTUM.srt 	SANCTUM_DVS22 	00:05:26,00 --> 00:05:40,50 	a lanky man wearing a climber's helmet sits nearby.
SANCTUM.srt 	SANCTUM_DVS44 	00:09:21,00 --> 00:09:31,50 	the brunette notices a penned-in wild boar, a local woman sitting on a path, and two young men wearing grass skirts.
SANCTUM.srt 	SANCTUM_DVS59 	00:13:18,00 --> 00:13:26,50 	someone sits back.
SANCTUM.srt 	SANCTUM_DVS99 	00:20:02,00 --> 00:20:08,50 	sitting back in her harness, her feet pressed against the rock wall.
SANCTUM.srt 	SANCTUM_DVS109 	00:21:58,00 --> 00:22:02,50 	she sits on the ledge above.
SANCTUM.srt 	SANCTUM_DVS142 	00:29:36,00 --> 00:29:43,50 	sitting on the rock, the monitor replays someone's struggle with someone.
SANCTUM.srt 	SANCTUM_DVS149 	00:31:27,00 --> 00:31:35,50 	someone shoots someone a sidelong glance, then sits beside someone who eats rice from a pot.
SANCTUM.srt 	SANCTUM_DVS151 	00:31:41,00 --> 00:31:49,50 	he sits heavily beside his son, pulls the cork from his tequila bottle, and takes a swig.
SANCTUM.srt 	SANCTUM_DVS171 	00:34:59,00 --> 00:35:12,50 	sitting in front of the monitor, he eyes the onscreen footage of st. jude's cathedral where virgil's light shines up a towering shaft toward the rippling surface of the air bell.
SANCTUM.srt 	SANCTUM_DVS282 	00:56:45,00 --> 00:57:00,50 	he sits him down and hands him a rebreather.
SANCTUM.srt 	SANCTUM_DVS286 	00:57:25,00 --> 00:57:32,50 	someone rubs someone's foot as she sits under the metallic blanket.
SANCTUM.srt 	SANCTUM_DVS325 	01:04:53,00 --> 01:04:58,50 	someone sits on a boulder nearby.
SANCTUM.srt 	SANCTUM_DVS329 	01:05:32,00 --> 01:05:38,50 	his father leaves someone who sits up, wincing.
SANCTUM.srt 	SANCTUM_DVS375 	01:14:37,00 --> 01:14:47,50 	his son sits on a ledge, his mouth set in a line and his eyes staring blankly.
SANCTUM.srt 	SANCTUM_DVS382 	01:15:30,00 --> 01:15:36,50 	he sits on a ledge below josh's, resting his hands on his knee.
SANCTUM.srt 	SANCTUM_DVS464 	01:26:25,00 --> 01:26:34,50 	someone lowers his gaze from the natural skylight and notices a weathered military vehicle sitting below it.
SNOW_FLOWER_FD.srt 	SNOW_FLOWER_FD_DVS76 	00:05:51,00 --> 00:05:56,50 	later, she sits by a window.
SNOW_FLOWER_FD.srt 	SNOW_FLOWER_FD_DVS147 	00:09:59,00 --> 00:10:06,50 	sitting close to her aunt, someone notices an antique slipper the size of a small child's foot.
SNOW_FLOWER_FD.srt 	SNOW_FLOWER_FD_DVS181 	00:13:17,00 --> 00:13:23,50 	she notices a little girl in a blue tunic sitting nearby.
SNOW_FLOWER_FD.srt 	SNOW_FLOWER_FD_DVS293 	00:19:50,00 --> 00:19:55,50 	someone sits across a table from her parents.
SNOW_FLOWER_FD.srt 	SNOW_FLOWER_FD_DVS310 	00:20:38,00 --> 00:20:43,50 	someone sits at her car, staring off absently.
SNOW_FLOWER_FD.srt 	SNOW_FLOWER_FD_DVS316 	00:21:34,00 --> 00:21:41,50 	someone sits beside it.
SNOW_FLOWER_FD.srt 	SNOW_FLOWER_FD_DVS325 	00:22:11,00 --> 00:22:18,50 	now, a group of women sit around a table decorating the edges of a red bridal bed blanket.
SNOW_FLOWER_FD.srt 	SNOW_FLOWER_FD_DVS326 	00:22:16,00 --> 00:22:22,50 	someone eyes someone, who sits beside her sewing.
SNOW_FLOWER_FD.srt 	SNOW_FLOWER_FD_DVS384 	00:25:29,00 --> 00:25:37,50 	as the groom sits beside his new bride, she scoots a few inches away from him.
SNOW_FLOWER_FD.srt 	SNOW_FLOWER_FD_DVS398 	00:26:34,00 --> 00:26:41,50 	sitting up next to his bride again, he tosses his braid over his shoulder and grabs her hand.
SNOW_FLOWER_FD.srt 	SNOW_FLOWER_FD_DVS401 	00:26:56,00 --> 00:27:04,50 	an elderly couple sits on either side of a table facing us.
SNOW_FLOWER_FD.srt 	SNOW_FLOWER_FD_DVS428 	00:28:31,00 --> 00:28:38,50 	n the foyer, a well-dressed man sits at a table covered in artwork.
SNOW_FLOWER_FD.srt 	SNOW_FLOWER_FD_DVS437 	00:29:01,00 --> 00:29:08,50 	on another wall, a drawing of a fan sits below writing in images detailing chinese tradition.
SNOW_FLOWER_FD.srt 	SNOW_FLOWER_FD_DVS438 	00:29:06,00 --> 00:29:13,50 	someone examines real paper fans sitting atop a row of display podiums.
SNOW_FLOWER_FD.srt 	SNOW_FLOWER_FD_DVS461 	00:30:21,00 --> 00:30:26,50 	later, she sits at a table and writes on it.
SNOW_FLOWER_FD.srt 	SNOW_FLOWER_FD_DVS514 	00:33:25,00 --> 00:33:30,50 	later, they sit on a bench.
SNOW_FLOWER_FD.srt 	SNOW_FLOWER_FD_DVS529 	00:34:24,00 --> 00:34:36,50 	in the present, as someone sits asleep with her head propped against a wall, a female hand reaches out and gently brushes her long bangs from her face then taps her shoulder.
SNOW_FLOWER_FD.srt 	SNOW_FLOWER_FD_DVS538 	00:36:06,00 --> 00:36:12,50 	now, someone sits alone at a table.
SNOW_FLOWER_FD.srt 	SNOW_FLOWER_FD_DVS690 	00:45:14,00 --> 00:45:21,50 	someone follows her with her eyes as she sits beside someone and rubs her back.
SNOW_FLOWER_FD.srt 	SNOW_FLOWER_FD_DVS772 	00:51:43,00 --> 00:51:49,50 	at night, someone sits at a cubicle in the darkened office.
SNOW_FLOWER_FD.srt 	SNOW_FLOWER_FD_DVS817 	00:54:22,00 --> 00:54:28,50 	the two friends sit at a table working with vegetables.
SNOW_FLOWER_FD.srt 	SNOW_FLOWER_FD_DVS824 	00:54:52,00 --> 00:54:56,50 	someone sits at her other side.
SNOW_FLOWER_FD.srt 	SNOW_FLOWER_FD_DVS866 	00:57:26,00 --> 00:57:33,50 	the noblewoman sits up, her long hair loose around her shoulder.
SNOW_FLOWER_FD.srt 	SNOW_FLOWER_FD_DVS926 	01:00:04,00 --> 01:00:09,50 	as she sits up, someone strokes her hair.
SNOW_FLOWER_FD.srt 	SNOW_FLOWER_FD_DVS930 	01:00:21,00 --> 01:00:27,50 	now, the refugee women sit huddled around a campfire.
SNOW_FLOWER_FD.srt 	SNOW_FLOWER_FD_DVS951 	01:01:44,00 --> 01:01:49,50 	the father sits back on his knees.
SNOW_FLOWER_FD.srt 	SNOW_FLOWER_FD_DVS966 	01:02:55,00 --> 01:03:01,50 	now, the two laotongs sit face to face in the cave mouth.
SNOW_FLOWER_FD.srt 	SNOW_FLOWER_FD_DVS1008 	01:05:56,00 --> 01:06:00,50 	the handsome man sits.
SNOW_FLOWER_FD.srt 	SNOW_FLOWER_FD_DVS1030 	01:07:11,00 --> 01:07:17,50 	now, someone and someone sit side by side munching corn on the cob.
SNOW_FLOWER_FD.srt 	SNOW_FLOWER_FD_DVS1047 	01:08:32,00 --> 01:08:40,50 	now, in a back room, someone sits back in a plush chair and kicks off her high heels.
SNOW_FLOWER_FD.srt 	SNOW_FLOWER_FD_DVS1050 	01:08:42,00 --> 01:08:48,50 	she sets the bottle down and sits next to her best friend.
SNOW_FLOWER_FD.srt 	SNOW_FLOWER_FD_DVS1059 	01:11:15,00 --> 01:11:22,50 	sinking down to a chair, he sits close to someone and sings to her.
SNOW_FLOWER_FD.srt 	SNOW_FLOWER_FD_DVS1141 	01:17:43,00 --> 01:17:51,50 	now, someone and three other women sit at the side of a river beating wet clothes with clubs.
SNOW_FLOWER_FD.srt 	SNOW_FLOWER_FD_DVS1200 	01:21:02,00 --> 01:21:07,50 	someone sits slouched at the table.
SNOW_FLOWER_FD.srt 	SNOW_FLOWER_FD_DVS1207 	01:21:21,00 --> 01:21:28,50 	someone sits motionless as gentle firelight glows on her listless face.
SNOW_FLOWER_FD.srt 	SNOW_FLOWER_FD_DVS1209 	01:21:30,00 --> 01:21:37,50 	in a gathering room, several women sit around a table with a bright red table cloth.
SNOW_FLOWER_FD.srt 	SNOW_FLOWER_FD_DVS1213 	01:21:41,00 --> 01:21:46,50 	one nods and smiles to someone, who sits apart.
SNOW_FLOWER_FD.srt 	SNOW_FLOWER_FD_DVS1225 	01:22:16,00 --> 01:22:23,50 	the mother of cousin yan gestures to a row of chairs and the newcomers sit.
SNOW_FLOWER_FD.srt 	SNOW_FLOWER_FD_DVS1245 	01:23:42,00 --> 01:23:46,50 	across the room, someone sits alone.
SNOW_FLOWER_FD.srt 	SNOW_FLOWER_FD_DVS1267 	01:25:41,00 --> 01:25:49,50 	later, she sits at a desk littered with several stacks of books, manuscripts, and documents.
SNOW_FLOWER_FD.srt 	SNOW_FLOWER_FD_DVS1278 	01:27:17,00 --> 01:27:23,50 	we see someone sitting in a red tinted bathtub.
SNOW_FLOWER_FD.srt 	SNOW_FLOWER_FD_DVS1294 	01:29:18,00 --> 01:29:26,50 	now sitting on her bed at home, someone removes the gray men's suit jacket from the plastic bag.
SNOW_FLOWER_FD.srt 	SNOW_FLOWER_FD_DVS1395 	01:34:55,00 --> 01:35:01,50 	someone's bearded husband sits nearby,
SNOW_FLOWER_FD.srt 	SNOW_FLOWER_FD_DVS1428 	01:36:59,00 --> 01:37:04,50 	in a park, elderly women sit together on a bench.
SORCERERS_APPRENTICE.srt 	SORCERERS_APPRENTICE_DVS23 	00:05:03,00 --> 00:05:20,50 	now outside, the kids sit facing new york harbor.
SORCERERS_APPRENTICE.srt 	SORCERERS_APPRENTICE_DVS84 	00:16:36,00 --> 00:16:44,50 	he collects pages off the floor, then moves among the lecture seats, where a paper sits at a young woman's feet.
SORCERERS_APPRENTICE.srt 	SORCERERS_APPRENTICE_DVS290 	01:00:24,00 --> 01:00:29,50 	in the lab, someone sits down.
SORCERERS_APPRENTICE.srt 	SORCERERS_APPRENTICE_DVS393 	01:22:23,00 --> 01:22:34,50 	looking around, he notices the someone sitting on a small pedestal in front of the hearth.
SOUL_SURFER.srt 	SOUL_SURFER_DVS26 	00:05:24,00 --> 00:05:29,50 	sitting on her bed, someone gazes out a window as she plays her ukulele.
SOUL_SURFER.srt 	SOUL_SURFER_DVS68 	00:24:05,00 --> 00:24:09,50 	he sits up.
SOUL_SURFER.srt 	SOUL_SURFER_DVS84 	00:27:53,00 --> 00:28:15,50 	someone sits up on his bed and stumbles to a railing.
SOUL_SURFER.srt 	SOUL_SURFER_DVS90 	00:28:48,00 --> 00:29:01,50 	someone leans at a window, someone and someone sit in chairs at the foot of the bed, and someone sits at her side.
SOUL_SURFER.srt 	SOUL_SURFER_DVS97 	00:34:44,00 --> 00:34:48,50 	someone sits up.
SOUL_SURFER.srt 	SOUL_SURFER_DVS118 	00:39:24,00 --> 00:39:33,50 	sit down.
SOUL_SURFER.srt 	SOUL_SURFER_DVS125 	00:40:55,00 --> 00:40:59,50 	later, the family sits at a table.
SOUL_SURFER.srt 	SOUL_SURFER_DVS135 	00:42:18,00 --> 00:42:23,50 	at the hospital, someone sits on a exam table.
SOUL_SURFER.srt 	SOUL_SURFER_DVS189 	00:59:09,00 --> 00:59:14,50 	sitting at a nearby computer, someone turns and watches her.
SOUL_SURFER.srt 	SOUL_SURFER_DVS210 	01:08:21,00 --> 01:08:28,50 	as he sits beside her, she shifts her gaze away
SOUL_SURFER.srt 	SOUL_SURFER_DVS248 	01:14:57,00 --> 01:15:06,50 	on a beach, children sit on the sand amid a small tent city.
SOUL_SURFER.srt 	SOUL_SURFER_DVS252 	01:15:36,00 --> 01:15:43,50 	someone rubs his chest then sits him down.
SOUL_SURFER.srt 	SOUL_SURFER_DVS311 	01:33:31,00 --> 01:33:39,50 	someone stops paddling and sits up, peering through narrowed eyes at the rolling water.
SPARKLE_2012.srt 	SPARKLE_2012_DVS49 	00:08:26,00 --> 00:08:32,50 	the packed congregation sits before the reverend in the pulpit.
SPARKLE_2012.srt 	SPARKLE_2012_DVS50 	00:08:47,00 --> 00:08:51,50 	the three sisters sit among the choir.
SPARKLE_2012.srt 	SPARKLE_2012_DVS51 	00:08:53,00 --> 00:08:59,50 	in a pew, the manager sits with a stubble-faced man.
SPARKLE_2012.srt 	SPARKLE_2012_DVS53 	00:09:18,00 --> 00:09:27,50 	the old woman sits back.
SPARKLE_2012.srt 	SPARKLE_2012_DVS53 	00:09:18,00 --> 00:09:27,50 	someone rolls his neck and sits up straight.
SPARKLE_2012.srt 	SPARKLE_2012_DVS74 	00:12:59,00 --> 00:13:05,50 	they sit with open bibles as she turns the tv back on.
SPARKLE_2012.srt 	SPARKLE_2012_DVS142 	00:24:19,00 --> 00:24:24,50 	someone sits at a table with someone.
SPARKLE_2012.srt 	SPARKLE_2012_DVS176 	00:29:29,00 --> 00:29:34,50 	someone sits alone in the next booth.
SPARKLE_2012.srt 	SPARKLE_2012_DVS186 	00:30:29,00 --> 00:30:33,50 	someone sits up.
SPARKLE_2012.srt 	SPARKLE_2012_DVS201 	00:32:13,00 --> 00:32:21,50 	sitting at the bar, someone spots someone enter with his entourage.
SPARKLE_2012.srt 	SPARKLE_2012_DVS211 	00:33:37,00 --> 00:33:41,50 	someone sits with them.
SPARKLE_2012.srt 	SPARKLE_2012_DVS220 	00:34:44,00 --> 00:34:49,50 	sitting at one of the tables, a woman calls out.
SPARKLE_2012.srt 	SPARKLE_2012_DVS327 	00:53:42,00 --> 00:53:46,50 	she sits on his lap.
SPARKLE_2012.srt 	SPARKLE_2012_DVS385 	01:04:35,00 --> 01:04:41,50 	now at home, a pile of suitcases sit at the foot of the stairs.
SPARKLE_2012.srt 	SPARKLE_2012_DVS402 	01:08:07,00 --> 01:08:13,50 	he sits down at the table and shows her a notebook.
SPARKLE_2012.srt 	SPARKLE_2012_DVS414 	01:09:22,00 --> 01:09:29,50 	the heckler sits in a booth with his arm around a sexy woman.
SPARKLE_2012.srt 	SPARKLE_2012_DVS473 	01:17:37,00 --> 01:17:42,50 	she walks over to the banquette and sits down.
SPARKLE_2012.srt 	SPARKLE_2012_DVS512 	01:22:44,00 --> 01:22:49,50 	someone sits in a church pew.
SPARKLE_2012.srt 	SPARKLE_2012_DVS515 	01:25:03,00 --> 01:25:13,50 	someone sits at the kitchen table.
SPARKLE_2012.srt 	SPARKLE_2012_DVS542 	01:29:25,00 --> 01:29:32,50 	sitting on her bed by an open cardboard box, she flips through the pages of her song journal.
SPARKLE_2012.srt 	SPARKLE_2012_DVS546 	01:30:02,00 --> 01:30:12,50 	she speaks with a guard sitting within a circular counter.
SPARKLE_2012.srt 	SPARKLE_2012_DVS557 	01:31:19,00 --> 01:31:32,50 	the goateed executive talks on the phone, sitting at his desk before a wall of tall windows overlooking a river.
SPARKLE_2012.srt 	SPARKLE_2012_DVS572 	01:34:05,00 --> 01:34:11,50 	someone sits on the couch with someone, who focuses on a tv show.
SPARKLE_2012.srt 	SPARKLE_2012_DVS586 	01:35:56,00 --> 01:36:00,50 	someone sits beside her.
SPARKLE_2012.srt 	SPARKLE_2012_DVS612 	01:39:49,00 --> 01:39:54,50 	someone sits wearing oversized sunglasses.
SUPER_8.srt 	SUPER_8_DVS41 	00:05:25,00 --> 00:05:30,50 	sitting in a bedroom, someone turns to the burly boy.
SUPER_8.srt 	SUPER_8_DVS48 	00:07:07,00 --> 00:07:12,50 	the police cruiser sits parked in the driveway.
SUPER_8.srt 	SUPER_8_DVS51 	00:07:30,00 --> 00:07:37,50 	someone peers around an open door, his father sits on the edge of a bathtub with his head in his hands.
SUPER_8.srt 	SUPER_8_DVS55 	00:07:47,00 --> 00:07:54,50 	later at someone's diner, someone passes a brochure to someone as they sit at the counter.
SUPER_8.srt 	SUPER_8_DVS67 	00:09:33,00 --> 00:09:38,50 	later, someone and his four friends sit on a grassy hill.
SUPER_8.srt 	SUPER_8_DVS83 	00:12:55,00 --> 00:13:00,50 	she glances at the other boys sitting a short distance away.
SUPER_8.srt 	SUPER_8_DVS170 	00:26:54,00 --> 00:26:59,50 	sitting on his desk the white cube vibrates.
SUPER_8.srt 	SUPER_8_DVS175 	00:27:33,00 --> 00:27:39,50 	someone sits beside someone who watches a television news program.
SUPER_8.srt 	SUPER_8_DVS254 	00:42:39,00 --> 00:42:45,50 	someone returns home where his father sits with other officers at the dining table.
SUPER_8.srt 	SUPER_8_DVS298 	00:53:59,00 --> 00:54:04,50 	at night, someone sits against his mother's headstone.
SUPER_8.srt 	SUPER_8_DVS332 	00:59:17,00 --> 00:59:24,50 	sitting in front of a christmas tree, the boy opens presents as the woman puts on her necklace.
SUPER_8.srt 	SUPER_8_DVS351 	01:02:45,00 --> 01:02:51,50 	she walks into the living room where her father sits in a chair and smokes,
SUPER_8.srt 	SUPER_8_DVS411 	01:14:03,00 --> 01:14:08,50 	someone turns to someone who sits in the front passenger seat.
SUPER_8.srt 	SUPER_8_DVS417 	01:14:53,00 --> 01:15:00,50 	inside a classroom, the boys sit with several notebooks and movie reels at a long table.
SUPER_8.srt 	SUPER_8_DVS441 	01:18:40,00 --> 01:18:46,50 	someone walks past a dark-haired boy sitting with other children.
SUPER_8.srt 	SUPER_8_DVS444 	01:19:09,00 --> 01:19:15,50 	as preston sits reading a magazine, someone approaches and bats it away.
SUPER_8.srt 	SUPER_8_DVS446 	01:19:33,00 --> 01:19:39,50 	someone hands up someone's documents to someone who sits behind him.
SUPER_8.srt 	SUPER_8_DVS482 	01:23:21,00 --> 01:23:27,50 	sitting on someone's shoulders someone pounds on the cracked glass with his elbow.
SUPER_8.srt 	SUPER_8_DVS503 	01:25:31,00 --> 01:25:37,50 	someone sleeps between someone and someone, the other boys sit in back.
SUPER_8.srt 	SUPER_8_DVS534 	01:29:28,00 --> 01:29:34,50 	sitting in the passenger seat
SUPER_8.srt 	SUPER_8_DVS568 	01:34:31,00 --> 01:34:35,50 	she sits up.
SUPER_8.srt 	SUPER_8_DVS571 	01:35:00,00 --> 01:35:05,50 	the woman wearing hair rollers sits up nearby.
THE_ADVENTURES_OF_TINTIN.srt 	THE_ADVENTURES_OF_TINTIN_DVS35 	00:04:03,00 --> 00:04:12,50 	in a crowded city square, a brown haired painter wearing a tie and tweed suit coat paints a portrait of a person sitting on a stool.
THE_ADVENTURES_OF_TINTIN.srt 	THE_ADVENTURES_OF_TINTIN_DVS36 	00:04:23,00 --> 00:04:29,50 	the person sitting on the stool reaches down and pets a small white dog.
THE_ADVENTURES_OF_TINTIN.srt 	THE_ADVENTURES_OF_TINTIN_DVS107 	00:14:54,00 --> 00:14:59,50 	the bearded man steps forward as someone sits up.
THE_ADVENTURES_OF_TINTIN.srt 	THE_ADVENTURES_OF_TINTIN_DVS172 	00:25:24,00 --> 00:25:30,50 	he locates the van which sits parked with its back doors flung open.
THE_ADVENTURES_OF_TINTIN.srt 	THE_ADVENTURES_OF_TINTIN_DVS178 	00:25:55,00 --> 00:26:00,50 	someone sits in a cage with his hands tied behinds his back.
THE_ADVENTURES_OF_TINTIN.srt 	THE_ADVENTURES_OF_TINTIN_DVS259 	00:38:59,00 --> 00:39:05,50 	someone sits at the radio and switches it on, then puts on a pair of headphones.
THE_ADVENTURES_OF_TINTIN.srt 	THE_ADVENTURES_OF_TINTIN_DVS295 	00:42:32,00 --> 00:42:38,50 	someone rows the lifeboat while someone sits with his hands on his knees.
THE_ADVENTURES_OF_TINTIN.srt 	THE_ADVENTURES_OF_TINTIN_DVS306 	00:45:14,00 --> 00:45:21,50 	silk's head as he sits on the pavement beside an elderly woman with an empty bird cage.
THE_ADVENTURES_OF_TINTIN.srt 	THE_ADVENTURES_OF_TINTIN_DVS316 	00:48:36,00 --> 00:48:40,50 	later they sit on the overturned lifeboat.
THE_ADVENTURES_OF_TINTIN.srt 	THE_ADVENTURES_OF_TINTIN_DVS329 	00:51:04,00 --> 00:51:10,50 	sitting in the cockpit someone pulls a knob and starts the plane.
THE_ADVENTURES_OF_TINTIN.srt 	THE_ADVENTURES_OF_TINTIN_DVS437 	01:03:22,00 --> 01:03:27,50 	someone sits on a bed and holds a glass.
THE_ADVENTURES_OF_TINTIN.srt 	THE_ADVENTURES_OF_TINTIN_DVS500 	01:12:15,00 --> 01:12:20,50 	a ship sits in a harbor.
THE_ADVENTURES_OF_TINTIN.srt 	THE_ADVENTURES_OF_TINTIN_DVS542 	01:15:55,00 --> 01:15:59,50 	someone sits near a brown haired woman.
THE_ADVENTURES_OF_TINTIN.srt 	THE_ADVENTURES_OF_TINTIN_DVS549 	01:16:20,00 --> 01:16:25,50 	someone salaad, alone in the center of the courtyard, sits.
THE_ADVENTURES_OF_TINTIN.srt 	THE_ADVENTURES_OF_TINTIN_DVS657 	01:28:58,00 --> 01:29:14,50 	someone punches someone then sits at the controls.
THE_ADVENTURES_OF_TINTIN.srt 	THE_ADVENTURES_OF_TINTIN_DVS661 	01:29:27,00 --> 01:29:38,50 	someone sits at the controls.
THE_ADVENTURES_OF_TINTIN.srt 	THE_ADVENTURES_OF_TINTIN_DVS664 	01:29:47,00 --> 01:29:51,50 	sneering, he sits at the controls.
THE_ART_OF_GETTING_BY.srt 	THE_ART_OF_GETTING_BY_DVS33 	00:06:47,00 --> 00:07:07,50 	entering a stylish apartment, someone walks a hall to a spacious living room with a comfy sitting area and a baby grand piano.
THE_ART_OF_GETTING_BY.srt 	THE_ART_OF_GETTING_BY_DVS69 	00:15:42,00 --> 00:15:56,50 	now he crosses the lunchroom where someone sits with her two friends, a dark haired girl and a preppy guy.
THE_ART_OF_GETTING_BY.srt 	THE_ART_OF_GETTING_BY_DVS74 	00:16:59,00 --> 00:17:12,50 	now in his bedroom, someone sits at a desk.
THE_ART_OF_GETTING_BY.srt 	THE_ART_OF_GETTING_BY_DVS96 	00:22:57,00 --> 00:23:02,50 	later, someone and someone sit on a boulder.
THE_ART_OF_GETTING_BY.srt 	THE_ART_OF_GETTING_BY_DVS97 	00:23:12,00 --> 00:23:19,50 	someone sits back and folds his arms.
THE_ART_OF_GETTING_BY.srt 	THE_ART_OF_GETTING_BY_DVS102 	00:24:29,00 --> 00:24:46,50 	riding in the back seat, someone looks at someone who sits beside him.
THE_ART_OF_GETTING_BY.srt 	THE_ART_OF_GETTING_BY_DVS104 	00:24:48,00 --> 00:24:56,50 	someone sits up following her gaze past a railing to a cluster of industrial brick buildings.
THE_ART_OF_GETTING_BY.srt 	THE_ART_OF_GETTING_BY_DVS115 	00:26:38,00 --> 00:26:44,50 	he glances at someone who sits in the next room.
THE_ART_OF_GETTING_BY.srt 	THE_ART_OF_GETTING_BY_DVS140 	00:30:57,00 --> 00:31:03,50 	a blond guy sits across from them.
THE_ART_OF_GETTING_BY.srt 	THE_ART_OF_GETTING_BY_DVS140 	00:30:57,00 --> 00:31:03,50 	his friend sits beside someone.
THE_ART_OF_GETTING_BY.srt 	THE_ART_OF_GETTING_BY_DVS166 	00:34:24,00 --> 00:34:29,50 	he sits back against a wall.
THE_ART_OF_GETTING_BY.srt 	THE_ART_OF_GETTING_BY_DVS168 	00:34:30,00 --> 00:34:37,50 	a string of saliva falls from his mouth as he sits up and catches his breath.
THE_ART_OF_GETTING_BY.srt 	THE_ART_OF_GETTING_BY_DVS172 	00:34:58,00 --> 00:35:06,50 	she crouches at someone's side and helps him sit up against the graffitied wall.
THE_ART_OF_GETTING_BY.srt 	THE_ART_OF_GETTING_BY_DVS199 	00:38:15,00 --> 00:38:23,50 	sitting kitty corner to someone's mom someone nods, then sips the drink.
THE_ART_OF_GETTING_BY.srt 	THE_ART_OF_GETTING_BY_DVS205 	00:39:06,00 --> 00:39:11,50 	someone sitting on a bench in a crowded bus shelter.
THE_ART_OF_GETTING_BY.srt 	THE_ART_OF_GETTING_BY_DVS222 	00:42:33,00 --> 00:42:39,50 	now someone sits across from someone at a restaurant.
THE_ART_OF_GETTING_BY.srt 	THE_ART_OF_GETTING_BY_DVS239 	00:46:29,00 --> 00:46:35,50 	as she sits back and sips her drink someone lowers his gaze.
THE_ART_OF_GETTING_BY.srt 	THE_ART_OF_GETTING_BY_DVS255 	00:48:49,00 --> 00:49:04,50 	now at school someone sits in the lunchroom with someone and someone.
THE_ART_OF_GETTING_BY.srt 	THE_ART_OF_GETTING_BY_DVS261 	00:49:51,00 --> 00:50:20,50 	she smiles faintly then heads over to someone who sits on a low stonewall sketching on a pad.
THE_ART_OF_GETTING_BY.srt 	THE_ART_OF_GETTING_BY_DVS263 	00:50:25,00 --> 00:50:40,50 	sitting alone inside someone brushes her bangs out of her face, then glances at the door as it opens.
THE_ART_OF_GETTING_BY.srt 	THE_ART_OF_GETTING_BY_DVS270 	00:51:54,00 --> 00:52:08,50 	as she pulls him in and starts to dance he sits again.
THE_ART_OF_GETTING_BY.srt 	THE_ART_OF_GETTING_BY_DVS278 	00:53:06,00 --> 00:53:16,50 	later he sits wringing his hands.
THE_ART_OF_GETTING_BY.srt 	THE_ART_OF_GETTING_BY_DVS279 	00:53:34,00 --> 00:53:40,50 	three of someone's teachers sit in the room.
THE_ART_OF_GETTING_BY.srt 	THE_ART_OF_GETTING_BY_DVS286 	00:55:23,00 --> 00:55:29,50 	now vivian and someone sit waiting for him at home.
THE_ART_OF_GETTING_BY.srt 	THE_ART_OF_GETTING_BY_DVS316 	00:59:41,00 --> 00:59:53,50 	later he strolls through a park on a pathway between tall leafy trees and approaches vivian sitting on a bench.
THE_ART_OF_GETTING_BY.srt 	THE_ART_OF_GETTING_BY_DVS359 	01:11:15,00 --> 01:11:23,50 	they sit before laced curtained windows filled with soft golden light and kiss tenderly.
THE_ART_OF_GETTING_BY.srt 	THE_ART_OF_GETTING_BY_DVS388 	01:14:42,00 --> 01:14:47,50 	someone sits by someone.
