21_JUMP_STREET.srt 	21_JUMP_STREET_DVS70 	00:07:48,00 --> 00:07:55,50 	pulling out in front of the bearded bikers, someone gets off his bike and draws his gun.
TRUE_GRIT.srt 	TRUE_GRIT_DVS160 	00:36:37,00 --> 00:36:41,50 	he grabs her coat, pulls her to the ground.
TRUE_GRIT.srt 	TRUE_GRIT_DVS166 	00:37:10,00 --> 00:37:15,50 	someone pulls out his pistol, cocks it.
TRUE_GRIT.srt 	TRUE_GRIT_DVS297 	01:03:20,00 --> 01:03:25,50 	one of them lassoes him with a rope, pulls him over, he drags him along the ground.
TRUE_GRIT.srt 	TRUE_GRIT_DVS312 	01:05:08,00 --> 01:05:12,50 	he pulls someone's tongue.
TRUE_GRIT.srt 	TRUE_GRIT_DVS387 	01:18:36,00 --> 01:18:41,50 	she pulls back her blanket and gets up.
TRUE_GRIT.srt 	TRUE_GRIT_DVS411 	01:21:25,00 --> 01:21:34,50 	she pulls the trigger but the gun doesn't fire.
TRUE_GRIT.srt 	TRUE_GRIT_DVS502 	01:33:57,00 --> 01:34:03,50 	she instead pulls his thigh and then his shirt
TRUE_GRIT.srt 	TRUE_GRIT_DVS508 	01:34:24,00 --> 01:34:30,50 	someone pulls away but the corpse slides closer.
TRUE_GRIT.srt 	TRUE_GRIT_DVS529 	01:36:01,00 --> 01:36:08,50 	someone walks little blackie away from the cave, pulling someone and someone up on the rope.
UGLY_TRUTH.srt 	UGLY_TRUTH_DVS398 	00:48:00,00 --> 00:48:06,50 	an assistant pulls off the rest of his costume.
UGLY_TRUTH.srt 	UGLY_TRUTH_DVS527 	01:11:04,00 --> 01:11:15,50 	someone takes her hand and spins her away, then twirls underneath their joined hands, and pulls her into a tight embrace.
UGLY_TRUTH.srt 	UGLY_TRUTH_DVS529 	01:11:15,00 --> 01:11:22,50 	holding both of her hands, he pushes her away, then pulls her in with her back against him.
UGLY_TRUTH.srt 	UGLY_TRUTH_DVS603 	01:20:32,00 --> 01:20:38,50 	he glances down at his exposed chest and pulls his shirt closed.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS102 	00:16:32,00 --> 00:16:42,50 	they pull up in front of a ranch-style house with a yard 	covered in native-california plants.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS205 	00:34:58,00 --> 00:35:03,50 	he pulls out a chair for someone.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS357 	00:57:44,00 --> 00:57:49,50 	someone pulls three tranquilizer rifles from a cabinet.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS399 	01:03:09,00 --> 01:03:17,50 	pulling it on, he lifts his eyes to a framed black-and-white photo of his wife on the dresser.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS448 	01:10:16,00 --> 01:10:24,50 	pointing two fingers like a gun, someone mimes aiming it into his own mouth and pulling the trigger.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS487 	01:15:34,00 --> 01:15:39,50 	he removes his glasses and pulls the laptop shut.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS527 	01:20:46,00 --> 01:20:51,50 	someone's suv pulls up.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS654 	01:35:42,00 --> 01:35:50,50 	a boxy older-style mercedes pulls up nearby.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS665 	01:37:48,00 --> 01:37:54,50 	ferris' truck pulls up nearby.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS681 	01:39:23,00 --> 01:39:33,50 	glancing around, she pulls the gate shut and hurriedly takes a key from a ring on her belt.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS801 	01:53:23,00 --> 01:53:32,50 	as he pulls away slightly, someone leans closer, her eyes still closed, and lets her lips graze his.
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS85 	00:07:33,00 --> 00:07:38,50 	she reaches into the box and pulls out a small notebook and pen.
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS95 	00:08:20,00 --> 00:08:26,50 	now a taxi pulls away revealing someone in a navy blue sheath dress.
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS150 	00:19:04,00 --> 00:19:10,50 	someone grabs a t-shirt off the floor and pulls it on.
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS242 	00:32:59,00 --> 00:33:06,50 	a black-haired bartender wearing eyeliner pulls a quarter out from behind someone's ear.
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS244 	00:33:08,00 --> 00:33:15,50 	he reaches down between her legs and pulls up a handful of quarters.
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS250 	00:33:42,00 --> 00:33:47,50 	he pulls a coin out from behind her ear.
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS342 	00:50:19,00 --> 00:50:23,50 	she pulls out a pantsuit.
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS353 	00:52:00,00 --> 00:52:06,50 	someone enters in her slim gray pantsuit, her hair pulled back into a bun.
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS390 	00:56:02,00 --> 00:56:07,50 	he takes her hand and pulls her aside.
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS441 	01:01:56,00 --> 01:02:01,50 	someone reaches to help him up, but pulls away.
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS471 	01:06:09,00 --> 01:06:14,50 	she unbuckles his belt and he pulls her close.
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS528 	01:13:56,00 --> 01:14:01,50 	a hand pulls a suit jacket from a rack.
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS535 	01:14:25,00 --> 01:14:33,50 	in a rich man's closet, a hand pulls out a small drawer displaying a selection of expensive watches.
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS548 	01:15:23,00 --> 01:15:28,50 	she reaches back and pulls off the hairpiece.
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS684 	01:34:19,00 --> 01:34:24,50 	someone pulls out in a little blue hatchback.
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS753 	01:40:21,00 --> 01:40:34,50 	our view pulls back from the couple to reveal more of their romantic surroundings.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS352 	00:28:14,00 --> 00:28:20,50 	someone shifts anxiously on his feet as someone pulls the pin.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS407 	00:34:24,00 --> 00:34:34,50 	as the underwater vessel pulls away, he grits his teeth and stretches his hands after it.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS421 	00:36:19,00 --> 00:36:24,50 	at a bustling entrance, a black car pulls up.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS442 	00:39:02,00 --> 00:39:08,50 	he opens it and pulls out a sleek shiny helmet the color of pewter
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS489 	00:44:41,00 --> 00:44:47,50 	someone pulls on a helmet attached to a network of wire
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS580 	00:54:40,00 --> 00:54:45,50 	a dog pulls a soldier toward the truck.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS614 	00:57:22,00 --> 00:57:26,50 	and pull them to the ground.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS616 	00:57:37,00 --> 00:57:46,50 	someone extends his arms, drawing the soldiers toward him, then pulls his elbows down, causing them to fall.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS899 	01:22:10,00 --> 01:22:20,50 	someone's shoulders heave as he controls the satellite dish, his face pulled into an expression of both sadness and triumph.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS1014 	01:31:29,00 --> 01:31:34,50 	someone pulls it down and enters the lab.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS1154 	01:43:06,00 --> 01:43:11,50 	someone pulls him into the cabin.
YOUNG_ADULT.srt 	YOUNG_ADULT_DVS53 	00:07:30,00 --> 00:07:36,50 	she pulls a suitcase out of her closet and tosses some clothes into it.
YOUNG_ADULT.srt 	YOUNG_ADULT_DVS60 	00:08:08,00 --> 00:08:16,50 	driving a red mini cooper, she pulls to a stop, takes out the cassette tape, and inserts it into a dashboard player.
YOUNG_ADULT.srt 	YOUNG_ADULT_DVS75 	00:11:07,00 --> 00:11:13,50 	someone pulls into a hampton inn beside a strip mall.
YOUNG_ADULT.srt 	YOUNG_ADULT_DVS141 	00:24:45,00 --> 00:24:52,50 	someone pulls into the parking lot of champion o'malley's and parks near a side entrance.
YOUNG_ADULT.srt 	YOUNG_ADULT_DVS146 	00:25:46,00 --> 00:25:51,50 	she looks down and pulls up the front of her dress.
YOUNG_ADULT.srt 	YOUNG_ADULT_DVS170 	00:32:30,00 --> 00:32:37,50 	someone pulls a hair out off the back of her head then sets it down beside several other hairs.
YOUNG_ADULT.srt 	YOUNG_ADULT_DVS225 	00:42:46,00 --> 00:42:50,50 	later, she pulls into someone's driveway.
YOUNG_ADULT.srt 	YOUNG_ADULT_DVS267 	00:51:00,00 --> 00:51:05,50 	later, someone's jeep pulls into his driveway.
YOUNG_ADULT.srt 	YOUNG_ADULT_DVS287 	00:55:34,00 --> 00:55:39,50 	later, she grimaces as she pulls the weave out of her hair.
YOUNG_ADULT.srt 	YOUNG_ADULT_DVS315 	00:59:12,00 --> 00:59:19,50 	she reaches into the top shelf of a closet and pulls out a green sweatshirt.
YOUNG_ADULT.srt 	YOUNG_ADULT_DVS328 	01:01:39,00 --> 01:01:44,50 	later, someone pulls a small red car into someone's driveway.
YOUNG_ADULT.srt 	YOUNG_ADULT_DVS374 	01:11:24,00 --> 01:11:29,50 	someone pulls at the hair on the back of her head.
ZOMBIELAND.srt 	ZOMBIELAND_DVS96 	00:08:07,00 --> 00:08:12,50 	pulling around in front of him, the escalade comes to a stop.
ZOMBIELAND.srt 	ZOMBIELAND_DVS123 	00:10:33,00 --> 00:10:37,50 	the escalade pulls away.
ZOMBIELAND.srt 	ZOMBIELAND_DVS197 	00:20:56,00 --> 00:21:02,50 	someone pulls forward, veering slightly to the side.
ZOMBIELAND.srt 	ZOMBIELAND_DVS225 	00:24:35,00 --> 00:24:40,50 	someone pulls someone and someone aside.
ZOMBIELAND.srt 	ZOMBIELAND_DVS292 	00:32:50,00 --> 00:32:56,50 	the hummer pulls forward and someone strides back to meet it.
ZOMBIELAND.srt 	ZOMBIELAND_DVS353 	00:40:36,00 --> 00:40:42,50 	he pulls his seat belt back across his chest and fastens it.
ZOMBIELAND.srt 	ZOMBIELAND_DVS358 	00:41:04,00 --> 00:41:12,50 	later, they pull into native american trading post themed rest stop that a sign labels, the kemosabe.
ZOMBIELAND.srt 	ZOMBIELAND_DVS412 	00:47:22,00 --> 00:47:28,50 	the hummer pulls onto a fenced in drive in front of a sprawling mansion.
ZOMBIELAND.srt 	ZOMBIELAND_DVS517 	01:01:10,00 --> 01:01:16,50 	someone tugs his hand, pulling him to his feet.
ZOMBIELAND.srt 	ZOMBIELAND_DVS549 	01:04:18,00 --> 01:04:29,50 	little someone beams as they pull onto the grounds.
ZOMBIELAND.srt 	ZOMBIELAND_DVS594 	01:08:53,00 --> 01:09:00,50 	as someone pushes himself up, someone pulls an suv out of the garage.
ZOMBIELAND.srt 	ZOMBIELAND_DVS601 	01:09:24,00 --> 01:09:30,50 	the two sisters pull the ride's safety harnesses over their shoulders
ZOMBIELAND.srt 	ZOMBIELAND_DVS647 	01:13:06,00 --> 01:13:12,50 	he tosses aside the air horn and pulls out a machine gun.
ZOMBIELAND.srt 	ZOMBIELAND_DVS666 	01:14:30,00 --> 01:14:36,50 	as a roller coaster car pulls up beside him, he jumps in.
ZOMBIELAND.srt 	ZOMBIELAND_DVS727 	01:18:59,00 --> 01:19:05,50 	as he pulls away, she meets his gaze with a smile.
ZOMBIELAND.srt 	ZOMBIELAND_DVS733 	01:19:22,00 --> 01:19:29,50 	cupping the back of her neck with his hand, he pulls her in for a kiss.
ZOMBIELAND.srt 	ZOMBIELAND_DVS762 	01:22:14,00 --> 01:22:21,50 	as someone and someone head to the suv, it pulls away then stops.
ZOMBIELAND.srt 	ZOMBIELAND_DVS764 	01:22:33,00 --> 01:22:40,50 	as the suv pulls away, our view rises over the sparkling lights of the amusement park.
ZOOKEEPER.srt 	ZOOKEEPER_DVS45 	00:07:33,00 --> 00:07:39,50 	someone pulls out a crushed red bull can.
ZOOKEEPER.srt 	ZOOKEEPER_DVS49 	00:08:20,00 --> 00:08:27,50 	his hand and pulls her into a tight embrace.
ZOOKEEPER.srt 	ZOOKEEPER_DVS54 	00:10:03,00 --> 00:10:13,50 	in his perspective, she appears to pull away from the others around her.
ZOOKEEPER.srt 	ZOOKEEPER_DVS72 	00:14:39,00 --> 00:14:48,50 	he pulls out the quill.
ZOOKEEPER.srt 	ZOOKEEPER_DVS241 	00:54:38,00 --> 00:54:45,50 	he pulls out the keys.
ZOOKEEPER.srt 	ZOOKEEPER_DVS286 	01:02:52,00 --> 01:03:00,50 	someone comes over and pulls up a chair.
ZOOKEEPER.srt 	ZOOKEEPER_DVS393 	01:28:01,00 --> 01:28:05,50 	the gorilla pulls the.
ZOOKEEPER.srt 	ZOOKEEPER_DVS424 	01:32:02,00 --> 01:32:10,50 	someone gasps as he pulls himself up on the hood of her cab.
