21_JUMP_STREET.srt 	21_JUMP_STREET_DVS54 	00:05:43,00 --> 00:05:48,50 	a boy defiantly holds out torn bread.
THE_DESCENDANTS.srt 	THE_DESCENDANTS_DVS793 	01:47:10,00 --> 01:47:16,50 	the girls watch as he holds the container over the side of the boat
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS157 	00:16:38,00 --> 00:16:47,50 	she holds out her hand to take it back but he instead gives her an electronic device with a screen, antenna, and attached wire.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS185 	00:23:40,00 --> 00:23:45,50 	holding a flashlight between her teeth,
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS224 	00:27:00,00 --> 00:27:06,50 	holding his cell phone at arm's length.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS375 	00:45:53,00 --> 00:45:57,50 	her guardian holds out his hand.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS400 	00:47:31,00 --> 00:47:35,50 	holding a check in one hand
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS682 	01:15:55,00 --> 01:16:01,50 	later, holding a vial she doses someone then kisses her.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS714 	01:19:57,00 --> 01:20:08,50 	she points to her head but someone insistently holds out his notes.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS876 	01:37:41,00 --> 01:37:47,50 	later, someone enters his bedroom still holding the vodka bottle.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS917 	01:42:04,00 --> 01:42:11,50 	in a couple of them he notices the blurred figure of a man holding a camera.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS998 	01:48:44,00 --> 01:48:49,50 	he holds it up with the search party photo comparing it with the identical crest on someone's blazer.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS1003 	01:49:01,00 --> 01:49:09,50 	now someone leaves the cottage holding up his cell phone for a signal as he dials a call.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS1141 	01:59:16,00 --> 01:59:20,50 	he holds it out insistently.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS1161 	02:03:53,00 --> 02:03:58,50 	she holds its screen up close viewing someone at the front door.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS1216 	02:08:36,00 --> 02:08:43,50 	approaching the vehicle someone removes the gun from her waistband and holds it at her side.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS1316 	02:19:54,00 --> 02:20:01,50 	holding her uncle's gaze, someone caresses the lapel of her coat self-soothingly.
THE_GUILT_TRIP.srt 	THE_GUILT_TRIP_DVS32 	00:04:11,00 --> 00:04:16,50 	he holds up a labeled spray bottle.
THE_GUILT_TRIP.srt 	THE_GUILT_TRIP_DVS132 	00:47:30,00 --> 00:47:37,50 	in their room, someone emerges from the bathroom, holding up a few small bottles.
THE_GUILT_TRIP.srt 	THE_GUILT_TRIP_DVS139 	00:48:25,00 --> 00:48:29,50 	he holds up a hand.
THE_GUILT_TRIP.srt 	THE_GUILT_TRIP_DVS172 	00:58:03,00 --> 00:58:10,50 	someone holds up her hands, overwhelmed.
THE_GUILT_TRIP.srt 	THE_GUILT_TRIP_DVS174 	00:58:24,00 --> 00:58:30,50 	she holds up a morsel on her fork, then pops it into her mouth.
THE_GUILT_TRIP.srt 	THE_GUILT_TRIP_DVS215 	01:10:35,00 --> 01:10:41,50 	later, someone enters their hotel room, holding a half-finished drink.
THE_GUILT_TRIP.srt 	THE_GUILT_TRIP_DVS239 	01:18:19,00 --> 01:18:26,50 	someone pours some scioclean into a glass, holds it up towards someone, and drinks it.
THE_GUILT_TRIP.srt 	THE_GUILT_TRIP_DVS258 	01:26:58,00 --> 01:27:05,50 	outside, someone holds on to her son's arm, as they cross the street and head toward their car.
THE_GUILT_TRIP.srt 	THE_GUILT_TRIP_DVS259 	01:27:03,00 --> 01:27:08,50 	someone holds the door open for her and she gets in.
THE_GUILT_TRIP.srt 	THE_GUILT_TRIP_DVS269 	01:30:25,00 --> 01:30:30,50 	someone hugs someone, holding on to him tightly.
THE_GUILT_TRIP.srt 	THE_GUILT_TRIP_DVS270 	01:30:28,00 --> 01:30:34,50 	she kisses him on the cheek and smiles to herself, holding back tears.
THE_GUILT_TRIP.srt 	THE_GUILT_TRIP_DVS271 	01:30:39,00 --> 01:30:45,50 	she finally lets go and holds him at arm's length.
THE_GUILT_TRIP.srt 	THE_GUILT_TRIP_DVS272 	01:30:42,00 --> 01:30:49,50 	she holds a finger up to her face, as if just remembering something.
THE_SITTER.srt 	THE_SITTER_DVS29 	00:14:03,00 --> 00:14:07,50 	holds his hand a foot apart.
THE_SITTER.srt 	THE_SITTER_DVS117 	01:04:46,00 --> 01:04:50,50 	someone holds a gun to someone's
THE_SITTER.srt 	THE_SITTER_DVS124 	01:06:45,00 --> 01:06:49,50 	holds it out in front of himself.
THE_SITTER.srt 	THE_SITTER_DVS151 	01:15:20,00 --> 01:15:24,50 	she holds the gps.
THE_SOCIAL_NETWORK.srt 	THE_SOCIAL_NETWORK_DVS222 	01:29:20,00 --> 01:29:25,50 	holding the phone with his shoulder, he grabs some drinks.
THE_VOW.srt 	THE_VOW_DVS56 	00:04:24,00 --> 00:04:28,50 	he holds it out.
THE_VOW.srt 	THE_VOW_DVS78 	00:06:48,00 --> 00:06:54,50 	she takes out a photo of someone holding a guitar.
THE_VOW.srt 	THE_VOW_DVS79 	00:06:53,00 --> 00:07:01,50 	holding his gaze, she presses the photo to her chest.
THE_VOW.srt 	THE_VOW_DVS81 	00:07:04,00 --> 00:07:11,50 	holding it up, she purses her lips and mocks a seductive expression.
THE_VOW.srt 	THE_VOW_DVS87 	00:07:21,00 --> 00:07:28,50 	someone holds an arm out of a car window, as someone drives.
THE_VOW.srt 	THE_VOW_DVS90 	00:07:43,00 --> 00:07:51,50 	as she puts her power window up she holds someones gaze.
THE_VOW.srt 	THE_VOW_DVS111 	00:11:49,00 --> 00:11:56,50 	outside, he holds someones hand as they race across a footbridge.
THE_VOW.srt 	THE_VOW_DVS123 	00:12:52,00 --> 00:12:58,50 	someone holds up a piece of clay, shaped like a person.
THE_VOW.srt 	THE_VOW_DVS279 	00:36:35,00 --> 00:36:40,50 	in the video, someone holds up her menu.
THE_VOW.srt 	THE_VOW_DVS311 	00:40:23,00 --> 00:40:28,50 	she holds the bouquet he purchased.
THE_VOW.srt 	THE_VOW_DVS334 	00:44:27,00 --> 00:44:33,50 	a clean-cut blonde man in a suit holds her gaze.
THE_VOW.srt 	THE_VOW_DVS535 	01:14:11,00 --> 01:14:19,50 	later still, someone steps toward someone, but then holds back as she joins her sister for a wedding photo.
THE_VOW.srt 	THE_VOW_DVS588 	01:21:15,00 --> 01:21:20,50 	his lips hold a pensive frown.
THE_VOW.srt 	THE_VOW_DVS685 	01:35:55,00 --> 01:36:05,50 	now someone holds his coat, closed around his neck as he walks past a row of snow dusted christmas trees for sale.
THE_WATCH.srt 	THE_WATCH_DVS21 	00:03:34,00 --> 00:03:38,50 	he holds up a certificate.
THE_WATCH.srt 	THE_WATCH_DVS49 	00:06:17,00 --> 00:06:23,50 	the sweaty security guard takes out a revolver and holds it up.
THE_WATCH.srt 	THE_WATCH_DVS101 	00:12:42,00 --> 00:12:46,50 	the tall man holds up a chip.
THE_WATCH.srt 	THE_WATCH_DVS123 	00:20:46,00 --> 00:20:52,50 	someone holds the rolled up magazine to his eye and looks someone over.
THE_WATCH.srt 	THE_WATCH_DVS145 	00:28:17,00 --> 00:28:21,50 	someone holds out another ticket.
THE_WATCH.srt 	THE_WATCH_DVS163 	00:30:41,00 --> 00:30:46,50 	someone and someone hold the boy by his collar.
THE_WATCH.srt 	THE_WATCH_DVS179 	00:32:48,00 --> 00:32:52,50 	he holds up an egg.
THE_WATCH.srt 	THE_WATCH_DVS288 	00:53:04,00 --> 00:53:10,50 	someone and someone hold it up and hit it with boxing gloves.
THE_WATCH.srt 	THE_WATCH_DVS365 	01:04:10,00 --> 01:04:20,50 	elsewhere, at a party, teenage girls relax in a hot tub, while others hold plastic drink cups around an in ground pool.
THE_WATCH.srt 	THE_WATCH_DVS544 	01:33:48,00 --> 01:33:53,50 	someone holds her tight, closing his eyes.
THE_WATCH.srt 	THE_WATCH_DVS561 	01:36:23,00 --> 01:36:28,50 	women in lingerie answer and he holds up magnums.
THINK_LIKE_A_MAN.srt 	THINK_LIKE_A_MAN_DVS20 	00:02:46,00 --> 00:02:52,50 	stifling a disappointed look, she holds them up and forces a grin.
THINK_LIKE_A_MAN.srt 	THINK_LIKE_A_MAN_DVS127 	00:36:13,00 --> 00:36:20,50 	he holds a town car's door open and she climbs in.
THINK_LIKE_A_MAN.srt 	THINK_LIKE_A_MAN_DVS143 	00:37:35,00 --> 00:37:41,50 	he holds up a placating hand.
THINK_LIKE_A_MAN.srt 	THINK_LIKE_A_MAN_DVS289 	01:17:06,00 --> 01:17:12,50 	as they hold each other close, they gaze out at the city rooftops.
THINK_LIKE_A_MAN.srt 	THINK_LIKE_A_MAN_DVS379 	01:29:37,00 --> 01:29:43,50 	he holds a box in one hand and a drink carrier in the other.
THINK_LIKE_A_MAN.srt 	THINK_LIKE_A_MAN_DVS455 	01:44:59,00 --> 01:45:07,50 	someone opens and holds out a jewelry box.
THIS_MEANS_WAR.srt 	THIS_MEANS_WAR_DVS90 	00:14:44,00 --> 00:14:50,50 	someone holds his opponent in a choke hold.
THIS_MEANS_WAR.srt 	THIS_MEANS_WAR_DVS149 	00:29:21,00 --> 00:29:25,50 	someone grabs hold of her trapeze.
THIS_MEANS_WAR.srt 	THIS_MEANS_WAR_DVS200 	00:38:52,00 --> 00:38:56,50 	now they hold separate briefings.
THIS_MEANS_WAR.srt 	THIS_MEANS_WAR_DVS239 	00:43:43,00 --> 00:43:51,50 	while his partner straps someone's neck and cuffs him to the pole, someone holds him at gun point.
THIS_MEANS_WAR.srt 	THIS_MEANS_WAR_DVS323 	00:58:49,00 --> 00:59:01,50 	holding a tranquilizer rifle, his partner communicates with him using military hand signals then disappears.
THIS_MEANS_WAR.srt 	THIS_MEANS_WAR_DVS488 	01:25:16,00 --> 01:25:21,50 	opposite him, someone holds someone.
THOR.srt 	THOR_DVS39 	00:04:31,00 --> 00:04:39,50 	smoke clears to reveal a vast army of armored warriors wearing capes and holding spears.
THOR.srt 	THOR_DVS62 	00:07:34,00 --> 00:07:45,50 	at its center, a bearded blonde man wearing a winged helmet and a red cape holds up the blocky hammer.
THOR.srt 	THOR_DVS117 	00:17:33,00 --> 00:17:39,50 	inside the beam someone holds his hammer.
THOR.srt 	THOR_DVS256 	00:34:52,00 --> 00:34:58,50 	they step into a room holding an empty bed with loosened restraints.
THOR.srt 	THOR_DVS319 	00:46:38,00 --> 00:46:45,50 	someone holds someone back as someone and the other agents get into their vehicles and drive away.
THOR.srt 	THOR_DVS338 	00:50:16,00 --> 00:50:22,50 	he pauses at an image of someone holding someone.
THOR.srt 	THOR_DVS403 	01:00:43,00 --> 01:00:51,50 	in the dark research lab, someone holds open a book with an illustration of someone's hammer.
THOR.srt 	THOR_DVS481 	01:18:27,00 --> 01:18:33,50 	a young blonde boy holding a woman's hand points toward them.
THOR.srt 	THOR_DVS531 	01:24:52,00 --> 01:24:58,50 	holding someone's shield, someone lets it fall to the ground.
THOR.srt 	THOR_DVS553 	01:27:35,00 --> 01:27:44,50 	back at the crater compound, a needle spikes on an electronic instrument as a technician holds it out toward someone.
THOR.srt 	THOR_DVS577 	01:29:21,00 --> 01:29:31,50 	holding the war hammer out in front of himself, someone dives and shoves someone into the destroyer's open visor.
THOR.srt 	THOR_DVS615 	01:33:04,00 --> 01:33:11,50 	outside, someone streaks toward the city as he flies with someone held out in front of himself.
TOOTH_FAIRY.srt 	TOOTH_FAIRY_DVS64 	00:07:55,00 --> 00:08:00,50 	later in the kitchen, someone holds a wad of cash.
TOOTH_FAIRY.srt 	TOOTH_FAIRY_DVS72 	00:09:20,00 --> 00:09:25,50 	her mom holds up a dollar.
TOOTH_FAIRY.srt 	TOOTH_FAIRY_DVS163 	00:21:32,00 --> 00:21:36,50 	he holds up a little pouch.
TOOTH_FAIRY.srt 	TOOTH_FAIRY_DVS188 	00:25:01,00 --> 00:25:07,50 	now, someone answers her door to find someone holding a bouquet of roses.
TOOTH_FAIRY.srt 	TOOTH_FAIRY_DVS189 	00:25:06,00 --> 00:25:11,50 	she holds a few of tess' dolls.
TOOTH_FAIRY.srt 	TOOTH_FAIRY_DVS208 	00:27:05,00 --> 00:27:09,50 	he holds out his fist.
TOOTH_FAIRY.srt 	TOOTH_FAIRY_DVS449 	00:47:58,00 --> 00:48:02,50 	someone holds out his fist.
TOOTH_FAIRY.srt 	TOOTH_FAIRY_DVS500 	00:54:22,00 --> 00:54:31,50 	now, someone sits in a police department holding cell with four other detainees.
TOOTH_FAIRY.srt 	TOOTH_FAIRY_DVS594 	01:05:19,00 --> 01:05:25,50 	he smacks into an arch holding up a fake bedroom window.
TOOTH_FAIRY.srt 	TOOTH_FAIRY_DVS809 	01:26:06,00 --> 01:26:12,50 	holding someone close, someone takes to the air.
TOOTH_FAIRY.srt 	TOOTH_FAIRY_DVS812 	01:26:38,00 --> 01:26:45,50 	as someone grins at him, someone lets out a breath and soberly holds the boy's gaze.
TOOTH_FAIRY.srt 	TOOTH_FAIRY_DVS842 	01:29:43,00 --> 01:29:47,50 	she holds a small box.
TOOTH_FAIRY.srt 	TOOTH_FAIRY_DVS893 	01:34:22,00 --> 01:34:27,50 	they share a passionate kiss and hold each other tight.
TRUE_GRIT.srt 	TRUE_GRIT_DVS32 	00:03:18,00 --> 00:03:22,50 	a craggy gray bearded man holds a lantern above someone's father.
TRUE_GRIT.srt 	TRUE_GRIT_DVS44 	00:08:04,00 --> 00:08:10,50 	written on the lid is cl county, hold at station.
TRUE_GRIT.srt 	TRUE_GRIT_DVS131 	00:33:44,00 --> 00:33:49,50 	he holds a pipe and a letter, which she reads.
TRUE_GRIT.srt 	TRUE_GRIT_DVS202 	00:43:42,00 --> 00:43:47,50 	he stomps over to the kids, holding a big knife.
TRUE_GRIT.srt 	TRUE_GRIT_DVS254 	00:52:56,00 --> 00:53:02,50 	holding someone's coat, someone carefully walks onto the roof
TRUE_GRIT.srt 	TRUE_GRIT_DVS256 	00:53:09,00 --> 00:53:15,50 	holding his rifle, someone makes his way to the front of the cabin.
TRUE_GRIT.srt 	TRUE_GRIT_DVS265 	00:54:48,00 --> 00:54:59,50 	he holds a bloody cloth over a wound on his leg.
TRUE_GRIT.srt 	TRUE_GRIT_DVS309 	01:04:11,00 --> 01:04:16,50 	someone holds his rifle upright.
TRUE_GRIT.srt 	TRUE_GRIT_DVS359 	01:13:13,00 --> 01:13:21,50 	by a campfire, someone mashes some cornbread and water and holds it out to someone.
TRUE_GRIT.srt 	TRUE_GRIT_DVS369 	01:17:34,00 --> 01:17:38,50 	he holds out his gloved hand.
TRUE_GRIT.srt 	TRUE_GRIT_DVS372 	01:17:39,00 --> 01:17:45,50 	she takes someone's hand and they hold each other's gaze for a moment.
TRUE_GRIT.srt 	TRUE_GRIT_DVS437 	01:27:14,00 --> 01:27:22,50 	clutching his rifle like a walking stick and holding a gloved hand to his injured chest,
UGLY_TRUTH.srt 	UGLY_TRUTH_DVS250 	00:23:45,00 --> 00:23:50,50 	she holds him close and looks down.
UGLY_TRUTH.srt 	UGLY_TRUTH_DVS272 	00:26:24,00 --> 00:26:30,50 	someone spots someone flirting with the makeup artist and holds up a finger.
UGLY_TRUTH.srt 	UGLY_TRUTH_DVS283 	00:28:14,00 --> 00:28:19,50 	someone holds four phones.
UGLY_TRUTH.srt 	UGLY_TRUTH_DVS310 	00:32:48,00 --> 00:32:53,50 	someone holds up a shushing finger.
UGLY_TRUTH.srt 	UGLY_TRUTH_DVS334 	00:37:42,00 --> 00:37:47,50 	later they hold a cocktail dress up to someone.
UGLY_TRUTH.srt 	UGLY_TRUTH_DVS473 	00:57:55,00 --> 00:58:07,50 	someone mimes grabbing someone's waist, repeatedly thrusts her hips, then holds her heart.
UGLY_TRUTH.srt 	UGLY_TRUTH_DVS529 	01:11:15,00 --> 01:11:22,50 	holding both of her hands, he pushes her away, then pulls her in with her back against him.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS25 	00:03:56,00 --> 00:04:01,50 	a blonde woman holds out a casserole dish.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS27 	00:04:06,00 --> 00:04:11,50 	still holding onto the dish, she draws him closer.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS51 	00:09:58,00 --> 00:10:12,50 	he holds someone's gaze.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS62 	00:11:57,00 --> 00:12:03,50 	holding a marker, someone draws a check someone in the air.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS92 	00:14:06,00 --> 00:14:11,50 	turning from the window, someone holds her tighter.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS93 	00:14:09,00 --> 00:14:21,50 	as he returns his attention to the young partygoers 	next door, a blonde woman holding a beer spots him and gives a friendly wave.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS103 	00:16:44,00 --> 00:16:49,50 	someone holds out a listing.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS133 	00:23:53,00 --> 00:23:57,50 	he holds up a sweatshirt.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS136 	00:24:23,00 --> 00:24:27,50 	he holds out a monkey puppet.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS170 	00:29:29,00 --> 00:29:43,50 	as they reach the low wall of a tiger 	enclosure, someone halts upon seeing the big cats and holds them in his attentive gaze.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS244 	00:40:00,00 --> 00:40:07,50 	someone allows a brief smile as she cheerfully trots over and holds out a sandwich.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS313 	00:50:45,00 --> 00:50:55,50 	someone and another staffer hold the door shut.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS348 	00:56:12,00 --> 00:56:20,50 	noticing the others watching, someone affects a stoic demeanor and holds his hand up in a wave.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS385 	01:00:54,00 --> 01:01:07,50 	someone holds the light on her stomach.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS441 	01:09:05,00 --> 01:09:11,50 	someone holds up the bank statements.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS472 	01:14:17,00 --> 01:14:25,50 	as someone tries to hold the tiger's gaze, he notices someone watching them.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS564 	01:27:23,00 --> 01:27:29,50 	someone holds the animal in his melancholy gaze.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS613 	01:32:03,00 --> 01:32:09,50 	it features someone holding a glass of red wine.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS632 	01:33:42,00 --> 01:33:50,50 	later still, someone holds his wife in his arms as she reaches out to scratch someone's back.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS661 	01:37:03,00 --> 01:37:15,50 	someone and someone 	hold it in place while someone attaches it.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS689 	01:40:15,00 --> 01:40:23,50 	the lion gets down off his rock and takes a few steps towards someone, holding the gate shut from the outside.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS709 	01:42:33,00 --> 01:42:40,50 	someone holds a pen between two checkboxes labeled, denied and approved.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS716 	01:43:13,00 --> 01:43:20,50 	as someone holds out the report,
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS718 	01:43:21,00 --> 01:43:27,50 	someone looks down at the report, then holds it up to the others.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS726 	01:44:20,00 --> 01:44:26,50 	someone spits out his scotch bottle's cork and holds up a glass.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS744 	01:46:22,00 --> 01:46:35,50 	the teen boy leans diagonally into someone's 	window, his feet planted in a flowerbed as he holds her.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS758 	01:47:59,00 --> 01:48:07,50 	in town, in spite of the downpour, someone holds a zoo poster up to a bulletin board.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS784 	01:51:29,00 --> 01:51:35,50 	someone holds out her hand for a descending woman.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS816 	01:54:38,00 --> 01:54:53,50 	a girl with glasses holds her spool above her head.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS816 	01:54:38,00 --> 01:54:53,50 	another kid holds his red kite up as he runs.
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS67 	00:05:44,00 --> 00:05:51,50 	now, someone stands alone at a train platform, holding a box of personal items.
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS182 	00:21:00,00 --> 00:21:05,50 	holding her hands, roger sniffs his finger.
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS238 	00:31:29,00 --> 00:31:35,50 	as someone looks through them, someone holds up another.
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS262 	00:36:54,00 --> 00:36:58,50 	someone holds one up.
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS271 	00:39:26,00 --> 00:39:31,50 	she pauses on her way out, still holding it.
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS340 	00:49:58,00 --> 00:50:04,50 	someone sits uncomfortably next to someone, who holds a guitar on his bare lap.
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS350 	00:51:46,00 --> 00:51:54,50 	someone takes a picture of himself in the bath, holding up the ipod, with a goofy grin, and sends it to someone.
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS357 	00:52:16,00 --> 00:52:22,50 	in a flashback, she and someone hold out clipboards to passersby.
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS369 	00:53:16,00 --> 00:53:23,50 	later, they all hold the table under the lip and scoot it across the floor.
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS376 	00:54:21,00 --> 00:54:26,50 	her eyes widen at the sight of a man holding a gift box.
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS450 	01:02:51,00 --> 01:03:02,50 	someone holds her 	side, but someone pushes him down and takes a shot.
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS451 	01:03:00,00 --> 01:03:07,50 	he playfully keeps the ball away, then faces her, holding the ball behind her head.
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS565 	01:16:59,00 --> 01:17:04,50 	he holds a smartphone.
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS587 	01:20:16,00 --> 01:20:22,50 	one hand in his pocket and the other holding a bottle of beer.
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS617 	01:23:32,00 --> 01:23:40,50 	the bride and groom smile at the officiant, then face each other lovingly, and hold each other's hands.
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS696 	01:34:54,00 --> 01:35:02,50 	now she runs up the front steps of a church, holding her poufy dress above her ankles.
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS705 	01:35:30,00 --> 01:35:38,50 	at night, a crowd holds a bride and groom up over their shoulders, obstructing a city street.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS43 	00:03:27,00 --> 00:03:33,50 	holding her head, the impostor lowers her hands.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS73 	00:05:31,00 --> 00:05:38,50 	holding the boy in a grave stare, he indicates a coin sitting on the desk before him..
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS450 	00:39:39,00 --> 00:39:44,50 	someone holds up a glass of liquor.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS487 	00:44:08,00 --> 00:44:17,50 	as the man in black holds someone's smug gaze, our view zooms out a window, which frames the transmitter.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS641 	00:59:06,00 --> 00:59:11,50 	where they hold her against the foot board.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS643 	00:59:15,00 --> 00:59:20,50 	he bends the frame to hold her tighter.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS782 	01:09:54,00 --> 01:10:00,50 	the evil mutant leader smiles and holds out his hands.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS893 	01:21:42,00 --> 01:21:46,50 	he hold someone's gaze.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS900 	01:22:18,00 --> 01:22:24,50 	he curls his fingers as if holding an invisible tennis ball,
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS911 	01:23:51,00 --> 01:23:55,50 	he holds out a case.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS928 	01:25:39,00 --> 01:25:46,50 	holding up the shot, he gives a firm nod, then stands and heads out of the room.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS940 	01:27:21,00 --> 01:27:26,50 	he holds the vengeful man's gaze.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS943 	01:27:40,00 --> 01:27:45,50 	then holds his thumb over its plunger.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS1109 	01:40:08,00 --> 01:40:13,50 	holding several glowing rods.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS1116 	01:40:32,00 --> 01:40:37,50 	he holds out his hand.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS1138 	01:41:49,00 --> 01:41:55,50 	someone holds his position on the landing gear.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS1143 	01:42:22,00 --> 01:42:27,50 	someone holds his focused gaze.
