21_JUMP_STREET.srt 	21_JUMP_STREET_DVS23 	00:03:03,00 --> 00:03:09,50 	with tearful eyes he notices the awkward teen watching him.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS58 	00:04:21,00 --> 00:04:27,50 	he whirls around to watch wennerstrom's statement.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS97 	00:10:11,00 --> 00:10:18,50 	someone notices a teen with dark hair watching him.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS133 	00:13:38,00 --> 00:13:43,50 	watching trees pass the window.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS196 	00:24:44,00 --> 00:24:50,50 	she watches him go with a disappointed gaze.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS237 	00:28:02,00 --> 00:28:08,50 	now, she watches someone through a window.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS334 	00:41:15,00 --> 00:41:22,50 	as she watches him, someone's absent stare remains ahead.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS357 	00:44:07,00 --> 00:44:13,50 	someone watches her leave then gives a frustrated look.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS626 	01:08:46,00 --> 01:08:50,50 	watching the slideshow someone slowly removes his glasses.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS654 	01:11:19,00 --> 01:11:26,50 	he crosses to a windowsill as the cat watches him from a chair.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS675 	01:15:31,00 --> 01:15:39,50 	now at a nightclub, someone sits alone sipping a drink as she watches a crowded dance floor.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS705 	01:17:52,00 --> 01:17:59,50 	someone pauses and watches the two young women head to the front door.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS744 	01:23:49,00 --> 01:23:54,50 	someone watches a train whiz by.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS812 	01:33:08,00 --> 01:33:17,50 	someone places the borrowed photo on a scanner then watches his laptop screen as the image uploads.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS865 	01:36:38,00 --> 01:36:45,50 	n the cottage someone watches the three surveillance feeds on a portable monitor split screen.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS903 	01:40:01,00 --> 01:40:10,50 	sitting on the counter by the kitchen sink, her hair mussed, someone watches someone emerge from the bedroom.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS1037 	01:51:16,00 --> 01:51:22,50 	we watch from outside as he goes to the bedroom and peeks through a partially opened door.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS1040 	01:51:28,00 --> 01:51:33,50 	as he watches someone through the glass
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS1050 	01:51:55,00 --> 01:52:03,50 	from outside someone's home we watch someone striding more boldly through the living room.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS1082 	01:53:40,00 --> 01:53:45,50 	from outside, we watch someone backing across the bedroom.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS1217 	02:08:40,00 --> 02:08:47,50 	inside the suv someone watches through the windshield.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS1219 	02:08:49,00 --> 02:08:54,50 	someone watches her.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS1223 	02:09:00,00 --> 02:09:06,50 	someone steps back and watches the suv burn.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS1332 	02:22:37,00 --> 02:22:42,50 	someone watches from his bed.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS1392 	02:28:39,00 --> 02:28:47,50 	now, at the millennium offices someone, someone, and their colleagues watch a news report.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS1396 	02:29:24,00 --> 02:29:31,50 	he notices someone watching them from the window.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS1419 	02:32:23,00 --> 02:32:31,50 	someone watches woundedly as they climb into the cab, then lowers her heartbroken gaze.
THE_GUILT_TRIP.srt 	THE_GUILT_TRIP_DVS42 	00:10:13,00 --> 00:10:23,50 	after watching for a moment, someone switches off the tv and removes a packet of m&ms from his mother's bed before leaving the room.
THE_GUILT_TRIP.srt 	THE_GUILT_TRIP_DVS54 	00:11:12,00 --> 00:11:22,50 	someone sighs as he sits at the bar, watching his mother turn down one man after another, until they stop approaching her altogether.
THE_GUILT_TRIP.srt 	THE_GUILT_TRIP_DVS144 	00:50:22,00 --> 00:50:28,50 	someone breathes heavily as he watches someone storm out of the room.
THE_GUILT_TRIP.srt 	THE_GUILT_TRIP_DVS145 	00:50:26,00 --> 00:50:33,50 	later, he sits on the hotel bed, blankly watching the weather forecast.
THE_GUILT_TRIP.srt 	THE_GUILT_TRIP_DVS165 	00:54:39,00 --> 00:54:44,50 	someone watches her walk away.
THE_GUILT_TRIP.srt 	THE_GUILT_TRIP_DVS180 	00:59:03,00 --> 00:59:10,50 	a man in a blazer walks along the bar, smiling as he watches someone eat.
THE_GUILT_TRIP.srt 	THE_GUILT_TRIP_DVS223 	01:14:26,00 --> 01:14:31,50 	someone watches her leave the room,
THE_GUILT_TRIP.srt 	THE_GUILT_TRIP_DVS275 	01:31:03,00 --> 01:31:11,50 	as he watches her walk away, she takes out her cell phone from her purse and dials a number.
THE_SITTER.srt 	THE_SITTER_DVS6 	00:04:44,00 --> 00:04:50,50 	tv and watches james franco on general hospital.
THE_SITTER.srt 	THE_SITTER_DVS21 	00:11:38,00 --> 00:11:47,50 	someone in pajamas rodrigo lights another sparkler, leans back in his chair and watches it burn.
THE_SITTER.srt 	THE_SITTER_DVS129 	01:09:59,00 --> 01:10:04,50 	she averts her eyes as he watches her.
THE_SITTER.srt 	THE_SITTER_DVS132 	01:10:21,00 --> 01:10:29,50 	as someone watches her head up to the house
THE_SOCIAL_NETWORK.srt 	THE_SOCIAL_NETWORK_DVS118 	00:37:45,00 --> 00:37:52,50 	then watches his friend.
THE_VOW.srt 	THE_VOW_DVS219 	00:28:10,00 --> 00:28:17,50 	as someone hurries off, someone watches her go.
THE_VOW.srt 	THE_VOW_DVS255 	00:31:57,00 --> 00:32:02,50 	someone watches her intently.
THE_VOW.srt 	THE_VOW_DVS277 	00:36:12,00 --> 00:36:16,50 	she winces as she watches.
THE_VOW.srt 	THE_VOW_DVS393 	00:55:16,00 --> 00:55:21,50 	someone watches him leave the studio,
THE_VOW.srt 	THE_VOW_DVS539 	01:14:26,00 --> 01:14:31,50 	he turns on the spot, watching someone.
THE_VOW.srt 	THE_VOW_DVS584 	01:20:57,00 --> 01:21:06,50 	the view drifts past stacked equipment and microphone stands as we watch the heartbroken young man play.
THE_VOW.srt 	THE_VOW_DVS644 	01:29:28,00 --> 01:29:35,50 	someone watches his female friend leave, then faces someone.
THE_VOW.srt 	THE_VOW_DVS676 	01:34:29,00 --> 01:34:34,50 	her pregnant sister smiles, watching.
THE_WATCH.srt 	THE_WATCH_DVS34 	00:04:58,00 --> 00:05:04,50 	watching a movie, he lights a hand-rolled cigarette.
THE_WATCH.srt 	THE_WATCH_DVS78 	00:10:13,00 --> 00:10:18,50 	back at home, someone watches a news report.
THE_WATCH.srt 	THE_WATCH_DVS125 	00:21:14,00 --> 00:21:19,50 	someone watches his new neighbor cross the street.
THE_WATCH.srt 	THE_WATCH_DVS224 	00:42:05,00 --> 00:42:12,50 	across the street, someone stands on his lamp lit porch, watching him with a cocktail.
THE_WATCH.srt 	THE_WATCH_DVS227 	00:42:15,00 --> 00:42:21,50 	someone swirls the ice in his glass, smirking as he watches his neighbor.
THE_WATCH.srt 	THE_WATCH_DVS276 	00:50:58,00 --> 00:51:06,50 	someone watches him fall, then snaps back to the beast who now turns his attention on him.
THE_WATCH.srt 	THE_WATCH_DVS326 	00:56:40,00 --> 00:56:47,50 	elsewhere, peeking out of his blinds, someone watches the mailman across the street.
THE_WATCH.srt 	THE_WATCH_DVS328 	00:56:50,00 --> 00:56:58,50 	in the high school parking lot, someone watches his daughter approach someone, who smiles back at someone while hugging her.
THE_WATCH.srt 	THE_WATCH_DVS424 	01:17:19,00 --> 01:17:23,50 	they watch him go.
THE_WATCH.srt 	THE_WATCH_DVS429 	01:18:41,00 --> 01:19:01,50 	in slow motion, he raises his middle finger to his mother, who watches tv in the living room.
THE_WATCH.srt 	THE_WATCH_DVS459 	01:22:44,00 --> 01:22:52,50 	they watch the fist withdraw back inside someone.
THE_WATCH.srt 	THE_WATCH_DVS556 	01:35:35,00 --> 01:35:41,50 	firefighters watch the group head into the wreckage.
THINK_LIKE_A_MAN.srt 	THINK_LIKE_A_MAN_DVS38 	00:10:39,00 --> 00:10:45,50 	she watches from her treadmill in a kitchen.
THINK_LIKE_A_MAN.srt 	THINK_LIKE_A_MAN_DVS96 	00:29:23,00 --> 00:29:31,50 	someone watches her slide her jacket off revealing her silky smooth bare shoulders.
THINK_LIKE_A_MAN.srt 	THINK_LIKE_A_MAN_DVS100 	00:29:41,00 --> 00:29:52,50 	stopped at a red light, someone watches it in her rear view mirror as it slows and pulls up to her right side.
THINK_LIKE_A_MAN.srt 	THINK_LIKE_A_MAN_DVS174 	00:44:02,00 --> 00:44:07,50 	watching him, someone grins.
THINK_LIKE_A_MAN.srt 	THINK_LIKE_A_MAN_DVS274 	01:15:15,00 --> 01:15:20,50 	wide-eyed, someone watches him pour a glass.
THINK_LIKE_A_MAN.srt 	THINK_LIKE_A_MAN_DVS343 	01:24:37,00 --> 01:24:45,50 	a gentle breeze lifts someone's hair as she watches a tall, handsome man exit the porsche.
THINK_LIKE_A_MAN.srt 	THINK_LIKE_A_MAN_DVS350 	01:26:10,00 --> 01:26:17,50 	now someone and someone watch the jefferson's.
THINK_LIKE_A_MAN.srt 	THINK_LIKE_A_MAN_DVS445 	01:42:42,00 --> 01:42:47,50 	someone watches her resolutely.
THINK_LIKE_A_MAN.srt 	THINK_LIKE_A_MAN_DVS464 	01:45:49,00 --> 01:45:55,50 	the three of them watch as the engaged couple kisses.
THINK_LIKE_A_MAN.srt 	THINK_LIKE_A_MAN_DVS521 	01:55:03,00 --> 01:55:09,50 	their friends watch through one of the truck's windows.
THIS_MEANS_WAR.srt 	THIS_MEANS_WAR_DVS30 	00:04:04,00 --> 00:04:11,50 	drifting to the ground, the older brother watches someone crash into a car on the street below.
THIS_MEANS_WAR.srt 	THIS_MEANS_WAR_DVS46 	00:06:24,00 --> 00:06:34,50 	later a desks facing each other, someone watches his gun spin as he reclines with his feet up while someone sits face down at his desk.
THIS_MEANS_WAR.srt 	THIS_MEANS_WAR_DVS51 	00:07:14,00 --> 00:07:18,50 	she watches them kiss.
THIS_MEANS_WAR.srt 	THIS_MEANS_WAR_DVS73 	00:12:20,00 --> 00:12:26,50 	a burly father watches his son square off with someone's smaller one.
THIS_MEANS_WAR.srt 	THIS_MEANS_WAR_DVS118 	00:21:41,00 --> 00:21:47,50 	someone watches her go then shakes his head and leaves as well.
THIS_MEANS_WAR.srt 	THIS_MEANS_WAR_DVS186 	00:34:59,00 --> 00:35:04,50 	someone and someone watch them kiss again.
THIS_MEANS_WAR.srt 	THIS_MEANS_WAR_DVS317 	00:58:17,00 --> 00:58:27,50 	someone watches her go then excitedly grabs a wine bottle and two glasses and hurries over to the coffee table.
THIS_MEANS_WAR.srt 	THIS_MEANS_WAR_DVS353 	01:04:12,00 --> 01:04:18,50 	the two surveillance teams watch from the cia.
THIS_MEANS_WAR.srt 	THIS_MEANS_WAR_DVS354 	01:04:16,00 --> 01:04:33,50 	agent someone watches the video feed.
THIS_MEANS_WAR.srt 	THIS_MEANS_WAR_DVS356 	01:04:39,00 --> 01:04:51,50 	back at the cia field office, someone's three colleagues crane their necks to watch.
THIS_MEANS_WAR.srt 	THIS_MEANS_WAR_DVS364 	01:07:31,00 --> 01:07:38,50 	now someone watches titanic.
THIS_MEANS_WAR.srt 	THIS_MEANS_WAR_DVS385 	01:10:18,00 --> 01:10:24,50 	someone's ex comes out of her and watches him give someone a hug.
THIS_MEANS_WAR.srt 	THIS_MEANS_WAR_DVS389 	01:10:45,00 --> 01:10:52,50 	someone sits and watches someone and someone's heat signatures in the front seat.
THIS_MEANS_WAR.srt 	THIS_MEANS_WAR_DVS416 	01:14:59,00 --> 01:15:05,50 	he sets it down next to someone watching surveillance footage.
THIS_MEANS_WAR.srt 	THIS_MEANS_WAR_DVS469 	01:22:59,00 --> 01:23:12,50 	meanwhile, someone's son watches tv.
THOR.srt 	THOR_DVS67 	00:08:08,00 --> 00:08:15,50 	the blonde man pumps his arm overhead as he strides toward the waiting king who watches expressionless.
THOR.srt 	THOR_DVS165 	00:23:01,00 --> 00:23:10,50 	he stabs the frost giant in the heart and wrenches himself free, then watches as his arm gradually returns to normal.
THOR.srt 	THOR_DVS174 	00:23:41,00 --> 00:23:46,50 	from his thrown, someone watches the conflict.
THOR.srt 	THOR_DVS177 	00:23:50,00 --> 00:23:58,50 	someone's allies watch as the beast shakes its head free, revealing a wide mouth filled with fangs.
THOR.srt 	THOR_DVS261 	00:35:38,00 --> 00:35:45,50 	others lounge beside coolers as they watch about a dozen men gathered around someone.
THOR.srt 	THOR_DVS340 	00:50:29,00 --> 00:50:35,50 	she watches as someone walks into a store, pet palace, across the street.
THOR.srt 	THOR_DVS396 	00:59:20,00 --> 00:59:27,50 	his face expressionless, agent someone watches as someone sinks to his knees,
THOR.srt 	THOR_DVS467 	01:17:04,00 --> 01:17:13,50 	he watches as a bifrost bridge shoots from the distant observatory into the sky.
THOR.srt 	THOR_DVS482 	01:18:33,00 --> 01:18:41,50 	with someone leading, the asgardians walk beneath two shield agents watching from a rooftop.
THOR.srt 	THOR_DVS511 	01:22:52,00 --> 01:23:01,50 	someone and someone huddle behind a building as they watch the battle.
THOR.srt 	THOR_DVS689 	01:42:42,00 --> 01:42:49,50 	as someone watches her son walk away, someone steps up beside her.
TOOTH_FAIRY.srt 	TOOTH_FAIRY_DVS27 	00:03:45,00 --> 00:03:50,50 	he watches someone return to the reporters,
TOOTH_FAIRY.srt 	TOOTH_FAIRY_DVS110 	00:12:04,00 --> 00:12:16,50 	someone watches a flying female collect files from office worker fairies.
TOOTH_FAIRY.srt 	TOOTH_FAIRY_DVS230 	00:29:48,00 --> 00:29:55,50 	waiting on the sidewalk, someone watches someone climb out of the vehicle.
TOOTH_FAIRY.srt 	TOOTH_FAIRY_DVS398 	00:43:19,00 --> 00:43:23,50 	he watches the wide-eyed case worker.
TOOTH_FAIRY.srt 	TOOTH_FAIRY_DVS429 	00:45:48,00 --> 00:45:54,50 	the boy watches someone walk away.
TOOTH_FAIRY.srt 	TOOTH_FAIRY_DVS509 	00:56:15,00 --> 00:56:22,50 	the clerk at the desk watches as someone tosses a pinch of amnesia dust in someone's face.
TOOTH_FAIRY.srt 	TOOTH_FAIRY_DVS604 	01:05:57,00 --> 01:06:05,50 	an awed someone watches from the bench.
TOOTH_FAIRY.srt 	TOOTH_FAIRY_DVS669 	01:14:43,00 --> 01:14:50,50 	in the stands, the nhl hopeful, someone, watches anxiously as someone heads onto the ice.
TOOTH_FAIRY.srt 	TOOTH_FAIRY_DVS680 	01:15:56,00 --> 01:16:01,50 	unseen by the rival goalie, someone watches someone steadily.
TOOTH_FAIRY.srt 	TOOTH_FAIRY_DVS724 	01:20:03,00 --> 01:20:10,50 	he skates a broad, graceful arc around the rink as the crowd watches breathlessly.
TOOTH_FAIRY.srt 	TOOTH_FAIRY_DVS730 	01:20:31,00 --> 01:20:37,50 	someone grins, tilting his head back to watch.
TOOTH_FAIRY.srt 	TOOTH_FAIRY_DVS734 	01:20:44,00 --> 01:20:51,50 	from overhead, we watch someone ascend toward us with a wide-eyed smile.
TOOTH_FAIRY.srt 	TOOTH_FAIRY_DVS735 	01:20:48,00 --> 01:20:57,50 	as someone watches soberly, a sparkling swirling vortex opens just beneath the ceiling.
TOOTH_FAIRY.srt 	TOOTH_FAIRY_DVS887 	01:33:47,00 --> 01:33:53,50 	someone grins up at him while someone lovingly watches someone.
TOOTH_FAIRY.srt 	TOOTH_FAIRY_DVS894 	01:34:26,00 --> 01:34:32,50 	swaying with someone in his arms, someone spots someone watching them.
TRUE_GRIT.srt 	TRUE_GRIT_DVS35 	00:05:16,00 --> 00:05:21,50 	a crowd watches three men get hanged.
TRUE_GRIT.srt 	TRUE_GRIT_DVS41 	00:05:53,00 --> 00:05:59,50 	someone is watching.
TRUE_GRIT.srt 	TRUE_GRIT_DVS66 	00:16:55,00 --> 00:17:00,50 	someone stands watching and listening.
TRUE_GRIT.srt 	TRUE_GRIT_DVS144 	00:35:04,00 --> 00:35:08,50 	they causally watch as someone approaches.
TRUE_GRIT.srt 	TRUE_GRIT_DVS231 	00:48:31,00 --> 00:48:36,50 	he rests his hand on it and watches the man approach.
TRUE_GRIT.srt 	TRUE_GRIT_DVS280 	00:59:34,00 --> 00:59:40,50 	someone and someone watch the cabin from high up on the hill above it.
TRUE_GRIT.srt 	TRUE_GRIT_DVS287 	01:01:38,00 --> 01:01:45,50 	someone and someone watch the rider head along a track towards the cabin then stop.
TRUE_GRIT.srt 	TRUE_GRIT_DVS292 	01:02:31,00 --> 01:02:36,50 	someone and someone keep watching from the hill.
TRUE_GRIT.srt 	TRUE_GRIT_DVS375 	01:17:53,00 --> 01:17:57,50 	someone watches him go.
TRUE_GRIT.srt 	TRUE_GRIT_DVS385 	01:18:31,00 --> 01:18:35,50 	someone watches him for a moment.
TRUE_GRIT.srt 	TRUE_GRIT_DVS404 	01:20:03,00 --> 01:20:11,50 	having slung the rifle back over his shoulder, someone watches someone wrest her pistol from the potato sack.
TRUE_GRIT.srt 	TRUE_GRIT_DVS430 	01:24:59,00 --> 01:25:08,50 	someone responds in kind then watches through a telescope as someone heads off on his horse with little blackie close behind.
UGLY_TRUTH.srt 	UGLY_TRUTH_DVS288 	00:28:54,00 --> 00:29:01,50 	she watches on the monitors as someone grabs one of the women's hands and sucks on her finger.
UGLY_TRUTH.srt 	UGLY_TRUTH_DVS352 	00:41:41,00 --> 00:41:51,50 	he watches as she breaks into a goofy giddy dance.
UGLY_TRUTH.srt 	UGLY_TRUTH_DVS375 	00:44:48,00 --> 00:44:55,50 	as someone watches from the bush, someone turns away, but someone grabs her arm and kisses her.
UGLY_TRUTH.srt 	UGLY_TRUTH_DVS489 	01:01:39,00 --> 01:01:46,50 	now she watches him on a control room monitor.
UGLY_TRUTH.srt 	UGLY_TRUTH_DVS512 	01:07:37,00 --> 01:07:42,50 	with a smile, someone walks to a monitor to watch the show.
UGLY_TRUTH.srt 	UGLY_TRUTH_DVS579 	01:17:11,00 --> 01:17:16,50 	someone watches regretfully as he shuffles away.
UGLY_TRUTH.srt 	UGLY_TRUTH_DVS590 	01:18:30,00 --> 01:18:38,50 	someone watches sadly as he strolls down the hallway with his hands in his pockets.
UGLY_TRUTH.srt 	UGLY_TRUTH_DVS610 	01:21:14,00 --> 01:21:19,50 	someone knits his brow as he watches.
UGLY_TRUTH.srt 	UGLY_TRUTH_DVS644 	01:29:44,00 --> 01:29:48,50 	someone's family watches.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS59 	00:11:19,00 --> 00:11:29,50 	he watches his daughter spread peanut butter and jelly on slices of 	bread in the adjoining kitchen.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS64 	00:12:03,00 --> 00:12:09,50 	someone watches her with an amused loving stare.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS78 	00:12:54,00 --> 00:13:02,50 	the sketch on the opposite page shows a woman cradling a baby while a figure watches from a doorway.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS91 	00:14:04,00 --> 00:14:09,50 	she watches them with a doleful look.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS114 	00:18:50,00 --> 00:18:57,50 	someone, someone, and the real estate agent watch him from the other side.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS123 	00:20:39,00 --> 00:20:47,50 	someone takes a seat on a rock and watches his daughter sprinkle her crackers on the ground.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS128 	00:21:12,00 --> 00:21:26,50 	the 	lion's soulful eyes watch him through the chain links.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS148 	00:25:34,00 --> 00:25:45,50 	she moves along the dingy windows, continuing to wave as she watches them drive on.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS152 	00:26:01,00 --> 00:26:06,50 	she watches the mees move in.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS172 	00:29:43,00 --> 00:29:48,50 	someone watches admiringly.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS192 	00:33:23,00 --> 00:33:29,50 	he watches the wispy branches of a tree sway in the gentle breeze.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS259 	00:42:42,00 --> 00:42:47,50 	peering back, she catches him watching.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS266 	00:43:19,00 --> 00:43:25,50 	he watches his father and sister approach a barn, hand in hand.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS338 	00:55:12,00 --> 00:55:21,50 	someone and someone watch him go.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS348 	00:56:12,00 --> 00:56:20,50 	noticing the others watching, someone affects a stoic demeanor and holds his hand up in a wave.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS370 	00:58:57,00 --> 00:59:08,50 	someone flinches, then watches as buster lies down on the grass.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS382 	01:00:29,00 --> 01:00:36,50 	as someone watches his son leave, someone looks over at him.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS450 	01:10:34,00 --> 01:10:40,50 	as a circular saw cuts a pole, otters watch from a rock.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS472 	01:14:17,00 --> 01:14:25,50 	as someone tries to hold the tiger's gaze, he notices someone watching them.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS524 	01:20:35,00 --> 01:20:42,50 	we watch through a window as someone ushers the zookeeper into her room.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS529 	01:20:55,00 --> 01:21:01,50 	someone lies near her feet, watching them placidly.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS531 	01:21:09,00 --> 01:21:15,50 	looking down, she watches him adjust his grip on her hand.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS589 	01:30:07,00 --> 01:30:13,50 	she watches them walk off together down the sun-dabbled footpath.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS761 	01:48:12,00 --> 01:48:18,50 	now, someone watches a tv weather report.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS815 	01:54:31,00 --> 01:54:38,50 	she watches as someone and someone pretend to flex their biceps for a photo.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS830 	01:56:43,00 --> 01:56:48,50 	his kids watch as he hurries out the door.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS839 	01:58:02,00 --> 01:58:09,50 	as the pretty brunette lifts her gaze to his, he watches with longing eyes.
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS140 	00:18:27,00 --> 00:18:35,50 	amidst the crowd, someone's former boss bobs his head, watching her with a smile as she dances wildly.
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS173 	00:19:50,00 --> 00:19:55,50 	as he gets up, she turns and watches him dress.
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS343 	00:51:08,00 --> 00:51:13,50 	he leans forward to watch her go.
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS409 	00:58:07,00 --> 00:58:13,50 	he watches her cross the living room and approach the urban scene.
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS702 	01:35:19,00 --> 01:35:25,50 	the confused guests watch her run back out through the doors.
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS732 	01:37:15,00 --> 01:37:20,50 	children watch her.
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS750 	01:40:13,00 --> 01:40:19,50 	behind them, several boys run out to watch, while the wedding guests raise their glasses to the bride and groom.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS219 	00:16:24,00 --> 00:16:29,50 	they watch the club entrance.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS498 	00:45:38,00 --> 00:45:43,50 	in the transmitter, someone watches a printer.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS628 	00:58:18,00 --> 00:58:23,50 	the real someone watches from the couch.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS665 	01:01:02,00 --> 01:01:10,50 	meanwhile, someone watches a score display as someone plays pinball in the rec room.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS690 	01:02:30,00 --> 01:02:37,50 	the recruits watch through the window as someone releases the man in black, then disappear
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS697 	01:03:02,00 --> 01:03:09,50 	the recruits watch through the window as someone appears in the courtyard.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS705 	01:03:42,00 --> 01:03:48,50 	meanwhile, the recruits watches someone slay agents in the courtyard.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS905 	01:22:34,00 --> 01:22:38,50 	now the group watches a tv.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS907 	01:23:23,00 --> 01:23:28,50 	someone watches the news.
