21_JUMP_STREET.srt 	21_JUMP_STREET_DVS76 	00:08:32,00 --> 00:08:41,50 	they face the gang leader.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS1132 	01:58:24,00 --> 01:58:32,50 	he faces someone who scans his key card on a panel.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS1139 	01:59:06,00 --> 01:59:11,50 	a video camera stands on a tripod facing someone.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS1235 	02:09:42,00 --> 02:09:47,50 	he rolls on his side and faces someone.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS1244 	02:11:38,00 --> 02:11:45,50 	someone stands behind someone as he faces the family tree.
THE_GUILT_TRIP.srt 	THE_GUILT_TRIP_DVS84 	00:29:18,00 --> 00:29:23,50 	and once again faces his mother.
THE_GUILT_TRIP.srt 	THE_GUILT_TRIP_DVS206 	01:07:21,00 --> 01:07:29,50 	later, they stand facing a massive expanse of ridged rocky outcrops and cliffs.
THE_SITTER.srt 	THE_SITTER_DVS20 	00:11:10,00 --> 00:11:14,50 	facing it a boy plays with a sparkler.
THE_SITTER.srt 	THE_SITTER_DVS73 	00:40:41,00 --> 00:40:47,50 	the bespectacled man faces his older son.
THE_SOCIAL_NETWORK.srt 	THE_SOCIAL_NETWORK_DVS65 	00:17:10,00 --> 00:17:14,50 	she faces forward.
THE_SOCIAL_NETWORK.srt 	THE_SOCIAL_NETWORK_DVS86 	00:26:36,00 --> 00:26:47,50 	wearing shorts, he briefly hugs himself then hops around and faces his warmly dressed friend.
THE_SOCIAL_NETWORK.srt 	THE_SOCIAL_NETWORK_DVS137 	00:48:30,00 --> 00:48:34,50 	then faces someone.
THE_SOCIAL_NETWORK.srt 	THE_SOCIAL_NETWORK_DVS153 	00:53:41,00 --> 00:53:46,50 	as someone walks out, someone faces the girls.
THE_SOCIAL_NETWORK.srt 	THE_SOCIAL_NETWORK_DVS158 	00:55:36,00 --> 00:55:41,50 	she faces her lunch.
THE_SOCIAL_NETWORK.srt 	THE_SOCIAL_NETWORK_DVS170 	01:06:24,00 --> 01:06:28,50 	someone faces the door.
THE_SOCIAL_NETWORK.srt 	THE_SOCIAL_NETWORK_DVS230 	01:31:33,00 --> 01:31:43,50 	he shoots someone a glare then faces someone.
THE_SOCIAL_NETWORK.srt 	THE_SOCIAL_NETWORK_DVS241 	01:33:59,00 --> 01:34:04,50 	two businessmen face someone.
THE_SOCIAL_NETWORK.srt 	THE_SOCIAL_NETWORK_DVS275 	01:43:31,00 --> 01:43:41,50 	someone faces someone.
THE_SOCIAL_NETWORK.srt 	THE_SOCIAL_NETWORK_DVS282 	01:45:14,00 --> 01:45:24,50 	turning on the spot, someone faces the staff and shrugs playfully.
THE_SOCIAL_NETWORK.srt 	THE_SOCIAL_NETWORK_DVS283 	01:45:35,00 --> 01:45:40,50 	facing someone, someone puts a hand on his shoulder.
THE_SOCIAL_NETWORK.srt 	THE_SOCIAL_NETWORK_DVS288 	01:46:38,00 --> 01:46:44,50 	grinning, someone stands and faces his staffer.
THE_SOCIAL_NETWORK.srt 	THE_SOCIAL_NETWORK_DVS298 	01:49:29,00 --> 01:49:33,50 	the cops face the others.
THE_SOCIAL_NETWORK.srt 	THE_SOCIAL_NETWORK_DVS311 	01:51:25,00 --> 01:51:29,50 	he faces an open laptop and punches.
THE_SOCIAL_NETWORK.srt 	THE_SOCIAL_NETWORK_DVS312 	01:51:32,00 --> 01:51:37,50 	he turns to face the young attorney.
THE_SOCIAL_NETWORK.srt 	THE_SOCIAL_NETWORK_DVS314 	01:51:46,00 --> 01:51:51,50 	shuts his laptop then face to.
THE_VOW.srt 	THE_VOW_DVS40 	00:03:06,00 --> 00:03:11,50 	she lands halfway outside, face down on the hood.
THE_VOW.srt 	THE_VOW_DVS140 	00:14:31,00 --> 00:14:37,50 	sunlight glows through the studio windows as someone lies asleep face down on someones chest.
THE_VOW.srt 	THE_VOW_DVS208 	00:26:27,00 --> 00:26:37,50 	now, as he drives her through the city, someone faces her side view mirror.
THE_VOW.srt 	THE_VOW_DVS346 	00:47:02,00 --> 00:47:08,50 	facing his ex, he grins from ear to ear.
THE_VOW.srt 	THE_VOW_DVS398 	00:55:34,00 --> 00:55:39,50 	then faces her towering, treelike sculpture.
THE_VOW.srt 	THE_VOW_DVS405 	00:56:09,00 --> 00:56:16,50 	someone faces the bathroom.
THE_VOW.srt 	THE_VOW_DVS458 	01:06:13,00 --> 01:06:18,50 	she turns the box of chocolates to face someone.
THE_VOW.srt 	THE_VOW_DVS504 	01:10:26,00 --> 01:10:30,50 	she faces him.
THE_VOW.srt 	THE_VOW_DVS577 	01:20:13,00 --> 01:20:18,50 	pausing by the door he faces his wife.
THE_VOW.srt 	THE_VOW_DVS595 	01:23:13,00 --> 01:23:19,50 	he wipes one away, sets his guitar down and faces his friend.
THE_VOW.srt 	THE_VOW_DVS625 	01:25:54,00 --> 01:26:00,50 	with a reluctant look, she faces her sister and meets her gaze.
THE_VOW.srt 	THE_VOW_DVS644 	01:29:28,00 --> 01:29:35,50 	someone watches his female friend leave, then faces someone.
THE_WATCH.srt 	THE_WATCH_DVS215 	00:39:11,00 --> 00:39:19,50 	later, they face a row of round hay bales and blow one after another into smithereens.
THE_WATCH.srt 	THE_WATCH_DVS235 	00:42:35,00 --> 00:42:42,50 	as they part, she faces her friend shyly while the boy makes a cocky face.
THE_WATCH.srt 	THE_WATCH_DVS239 	00:43:42,00 --> 00:43:50,50 	in his house, someone stands facing a homemade evidence board covered with maps, photos, notes, and newspaper clippings.
THE_WATCH.srt 	THE_WATCH_DVS303 	00:54:04,00 --> 00:54:11,50 	someone picks up billiard balls and the alien faces him.
THE_WATCH.srt 	THE_WATCH_DVS340 	00:59:05,00 --> 00:59:12,50 	extending a hand after someone, someone faces the guys and sits on a cooler.
THE_WATCH.srt 	THE_WATCH_DVS357 	01:01:51,00 --> 01:01:55,50 	someone faces the group.
THE_WATCH.srt 	THE_WATCH_DVS412 	01:14:14,00 --> 01:14:19,50 	he faces his wife as they separate.
THE_WATCH.srt 	THE_WATCH_DVS499 	01:28:35,00 --> 01:28:41,50 	someone collapses to his knees, then falls face down on the floor.
THE_WATCH.srt 	THE_WATCH_DVS545 	01:33:51,00 --> 01:33:55,50 	the group faces the burning wreckage.
THE_WATCH.srt 	THE_WATCH_DVS548 	01:34:16,00 --> 01:34:20,50 	someone faces someone.
THINK_LIKE_A_MAN.srt 	THINK_LIKE_A_MAN_DVS59 	00:15:09,00 --> 00:15:15,50 	she faces him with a surprised expression, then allows a hopeful smile.
THINK_LIKE_A_MAN.srt 	THINK_LIKE_A_MAN_DVS292 	01:17:20,00 --> 01:17:24,50 	then faces someone.
THINK_LIKE_A_MAN.srt 	THINK_LIKE_A_MAN_DVS415 	01:36:21,00 --> 01:36:25,50 	he sets it face down on a table.
THIS_MEANS_WAR.srt 	THIS_MEANS_WAR_DVS46 	00:06:24,00 --> 00:06:34,50 	later a desks facing each other, someone watches his gun spin as he reclines with his feet up while someone sits face down at his desk.
THIS_MEANS_WAR.srt 	THIS_MEANS_WAR_DVS46 	00:06:24,00 --> 00:06:34,50 	later a desks facing each other, someone watches his gun spin as he reclines with his feet up while someone sits face down at his desk.
THIS_MEANS_WAR.srt 	THIS_MEANS_WAR_DVS72 	00:12:16,00 --> 00:12:20,50 	two boys face each other.
THIS_MEANS_WAR.srt 	THIS_MEANS_WAR_DVS78 	00:13:07,00 --> 00:13:14,50 	as someone faces him, the aggressive father stares into his eyes.
THIS_MEANS_WAR.srt 	THIS_MEANS_WAR_DVS134 	00:26:27,00 --> 00:26:38,50 	in the dimly lit backroom of a tailor shop, a tailor lays out a work in progress over a table then stands upright and finds heinrich facing him.
THIS_MEANS_WAR.srt 	THIS_MEANS_WAR_DVS220 	00:41:13,00 --> 00:41:21,50 	someone faces someone who blows on his fingers like a gun barrel and flashes a cocky smile.
THIS_MEANS_WAR.srt 	THIS_MEANS_WAR_DVS224 	00:41:53,00 --> 00:41:59,50 	as a bouncer moves aside, someone faces his partner.
THIS_MEANS_WAR.srt 	THIS_MEANS_WAR_DVS251 	00:47:06,00 --> 00:47:11,50 	someone faces his cackling friend.
THIS_MEANS_WAR.srt 	THIS_MEANS_WAR_DVS273 	00:50:58,00 --> 00:51:05,50 	the agent's expression softens affectionately and he faces the painting.
THIS_MEANS_WAR.srt 	THIS_MEANS_WAR_DVS280 	00:52:22,00 --> 00:52:27,50 	she faces a tiny mutt's cage.
THIS_MEANS_WAR.srt 	THIS_MEANS_WAR_DVS430 	01:17:31,00 --> 01:17:37,50 	someone faces someone then delivers a fast right hook.
THIS_MEANS_WAR.srt 	THIS_MEANS_WAR_DVS494 	01:25:56,00 --> 01:26:02,50 	later, a paramedic faces someone.
THIS_MEANS_WAR.srt 	THIS_MEANS_WAR_DVS500 	01:26:46,00 --> 01:26:52,50 	heading off, he pauses and turns back to face his approaching friend.
THOR.srt 	THOR_DVS41 	00:04:41,00 --> 00:04:47,50 	faces the red eyed, blue skinned leader of the frost giants.
THOR.srt 	THOR_DVS45 	00:04:59,00 --> 00:05:07,50 	a spiky ball of ice crystals forms in his hand, and he hurls it into a warriors face.
THOR.srt 	THOR_DVS220 	00:29:43,00 --> 00:29:50,50 	standing beside the tunnel, the blank faced someone turns and faces his father.
THOR.srt 	THOR_DVS220 	00:29:43,00 --> 00:29:50,50 	standing beside the tunnel, the blank faced someone turns and faces his father.
THOR.srt 	THOR_DVS290 	00:39:41,00 --> 00:39:46,50 	someone turns and faces someone.
THOR.srt 	THOR_DVS395 	00:58:57,00 --> 00:59:05,50 	someone staggers backward while staring at his hands, then faces skyward and squints into the falling rain.
THOR.srt 	THOR_DVS550 	01:27:23,00 --> 01:27:29,50 	someone strokes someones face as the destroyer recedes into the distance.
THOR.srt 	THOR_DVS694 	01:44:11,00 --> 01:44:15,50 	someone smiles then faces his son.
TOOTH_FAIRY.srt 	TOOTH_FAIRY_DVS112 	00:12:20,00 --> 00:12:25,50 	a gangly geeky man faces him.
TOOTH_FAIRY.srt 	TOOTH_FAIRY_DVS356 	00:39:33,00 --> 00:39:42,50 	he trips and falls face first.
TOOTH_FAIRY.srt 	TOOTH_FAIRY_DVS417 	00:44:52,00 --> 00:44:56,50 	someone faces.
TOOTH_FAIRY.srt 	TOOTH_FAIRY_DVS460 	00:49:50,00 --> 00:49:55,50 	someone turns the nozzle to face someone.
TOOTH_FAIRY.srt 	TOOTH_FAIRY_DVS473 	00:50:49,00 --> 00:50:54,50 	at the front door, someone faces a small dog.
TOOTH_FAIRY.srt 	TOOTH_FAIRY_DVS601 	01:05:46,00 --> 01:05:50,50 	they face the parent cutouts.
TOOTH_FAIRY.srt 	TOOTH_FAIRY_DVS627 	01:09:21,00 --> 01:09:28,50 	his coach swaggers closer and averts his eyes, then whirls to face someone.
TOOTH_FAIRY.srt 	TOOTH_FAIRY_DVS638 	01:10:44,00 --> 01:10:51,50 	someone faces someone and shakes his head, then collects the pieces of his guitar.
TOOTH_FAIRY.srt 	TOOTH_FAIRY_DVS664 	01:14:24,00 --> 01:14:30,50 	someone writhes face down on the ice.
TOOTH_FAIRY.srt 	TOOTH_FAIRY_DVS703 	01:17:54,00 --> 01:17:58,50 	he faces someone.
TOOTH_FAIRY.srt 	TOOTH_FAIRY_DVS709 	01:18:39,00 --> 01:18:43,50 	he faces someone.
TOOTH_FAIRY.srt 	TOOTH_FAIRY_DVS712 	01:19:02,00 --> 01:19:07,50 	someone soberly faces someone.
TOOTH_FAIRY.srt 	TOOTH_FAIRY_DVS720 	01:19:37,00 --> 01:19:43,50 	someone yields a stoic shrug and faces his case worker.
TOOTH_FAIRY.srt 	TOOTH_FAIRY_DVS860 	01:31:29,00 --> 01:31:34,50 	the three companions face the stage.
TOOTH_FAIRY.srt 	TOOTH_FAIRY_DVS866 	01:31:54,00 --> 01:31:59,50 	he pauses, facing the large packed house, and gives a modest smile.
TOOTH_FAIRY.srt 	TOOTH_FAIRY_DVS874 	01:32:40,00 --> 01:32:51,50 	he glances up from his guitar, confidently facing the audience between phrases.
TOOTH_FAIRY.srt 	TOOTH_FAIRY_DVS877 	01:33:01,00 --> 01:33:06,50 	someone faces the crowd with a joyful smile.
TOOTH_FAIRY.srt 	TOOTH_FAIRY_DVS889 	01:33:54,00 --> 01:34:00,50 	she shares an elated smile with him, then faces the stage.
TRUE_GRIT.srt 	TRUE_GRIT_DVS43 	00:07:56,00 --> 00:08:02,50 	in an outhouse, someone stands facing the small wooden building.
TRUE_GRIT.srt 	TRUE_GRIT_DVS247 	00:50:51,00 --> 00:50:56,50 	the rider stops facing someone.
TRUE_GRIT.srt 	TRUE_GRIT_DVS293 	01:02:34,00 --> 01:02:43,50 	someone walks out of the cabin and steps up to the four riders who sit side by side on their horses facing him.
TRUE_GRIT.srt 	TRUE_GRIT_DVS418 	01:21:54,00 --> 01:21:59,50 	an ugly rat faced man has someone by the wrist.
TRUE_GRIT.srt 	TRUE_GRIT_DVS594 	01:43:19,00 --> 01:43:26,50 	ashen faced, someone stands at his grave.
UGLY_TRUTH.srt 	UGLY_TRUTH_DVS36 	00:04:23,00 --> 00:04:29,50 	spinning wearily in his chair, the director faces someone.
UGLY_TRUTH.srt 	UGLY_TRUTH_DVS216 	00:19:04,00 --> 00:19:08,50 	someone faces someone.
UGLY_TRUTH.srt 	UGLY_TRUTH_DVS240 	00:22:53,00 --> 00:22:58,50 	now in her bathroom, someone faces a mirror.
UGLY_TRUTH.srt 	UGLY_TRUTH_DVS289 	00:28:58,00 --> 00:29:05,50 	he faces the camera.
UGLY_TRUTH.srt 	UGLY_TRUTH_DVS470 	00:57:35,00 --> 00:57:41,50 	someone faces her with a smile and she grins.
UGLY_TRUTH.srt 	UGLY_TRUTH_DVS473 	00:57:55,00 --> 00:58:07,50 	as he turns away to pay the barista, someone faces someone and bounces girlishly.
UGLY_TRUTH.srt 	UGLY_TRUTH_DVS648 	01:30:15,00 --> 01:30:21,50 	someone stares at him out of the corners of her narrowed eyes, then faces him.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS30 	00:04:26,00 --> 00:04:36,50 	later, he strolls a neighborhood with a rugged-	faced man.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS323 	00:52:27,00 --> 00:52:35,50 	as someone moves off, someone faces his colleagues and emphatically mouths, wow.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS327 	00:53:07,00 --> 00:53:16,50 	cocking an eyebrow, someone faces someone, who cocks his head and gives a few perfunctory nods.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS406 	01:03:43,00 --> 01:03:48,50 	someone faces the staff.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS429 	01:07:40,00 --> 01:07:47,50 	inside, someone gives a snide look as someone faces the staff.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS465 	01:13:30,00 --> 01:13:39,50 	the owner climbs down from his ladder and faces spar.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS490 	01:16:10,00 --> 01:16:15,50 	someone halts and faces the others.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS534 	01:21:26,00 --> 01:21:30,50 	someone faces him.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS583 	01:29:34,00 --> 01:29:39,50 	someone faces his father earnestly.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS584 	01:29:43,00 --> 01:29:49,50 	someone faces his son with a furrowed brow.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS608 	01:31:47,00 --> 01:31:52,50 	someone facing a sunny window.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS670 	01:38:22,00 --> 01:38:32,50 	now, someone faces a 	schedule on a whiteboard.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS686 	01:39:52,00 --> 01:40:01,50 	lying on a rock, someone stands and faces her.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS699 	01:41:43,00 --> 01:41:52,50 	someone faces someone and stalks toward him.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS700 	01:41:52,00 --> 01:41:57,50 	someone faces someone and points.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS714 	01:43:02,00 --> 01:43:09,50 	facing someone, the inspector lifts his brow, smirks, and marks the report.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS837 	01:57:42,00 --> 01:57:53,50 	he strides up to the table, faces a seat, then stares wistfully.
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS45 	00:02:47,00 --> 00:02:54,50 	he faces her with an eager smile, then dumps his stuff as she serves up his breakfast.
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS48 	00:03:04,00 --> 00:03:09,50 	the woman sits facing him.
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS61 	00:05:03,00 --> 00:05:08,50 	a coworker faces a windowed office.
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS63 	00:05:19,00 --> 00:05:24,50 	the boss faces them through his office window and stands.
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS116 	00:11:34,00 --> 00:11:40,50 	someone spins to face the engaged couple and flourishes her free hand.
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS119 	00:12:18,00 --> 00:12:23,50 	facing the video camera, she gives a chuckle.
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS144 	00:18:39,00 --> 00:18:45,50 	in the morning, someone sleeps curled up in bed, facing her nightstand.
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS192 	00:23:17,00 --> 00:23:22,50 	someone faces the entrance and frowns.
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS206 	00:25:47,00 --> 00:25:52,50 	someone halts and her sister faces her.
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS208 	00:26:06,00 --> 00:26:14,50 	she sets the bottle down with a glass already poured, puts down the books, and sits facing a computer.
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS260 	00:36:19,00 --> 00:36:24,50 	she faces someone's laptop.
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS300 	00:41:14,00 --> 00:41:18,50 	she faces someone.
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS368 	00:53:01,00 --> 00:53:07,50 	she grimaces, then faces the others at the large table.
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS421 	00:59:11,00 --> 00:59:21,50 	still in her tight cocktail dress, someone dances around the couch and faces someone, wildly waving her arms overhead and kicking her feet.
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS451 	01:03:00,00 --> 01:03:07,50 	he playfully keeps the ball away, then faces her, holding the ball behind her head.
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS465 	01:05:30,00 --> 01:05:36,50 	as they face each other, he looks into her eyes, then lowers his gaze.
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS477 	01:07:08,00 --> 01:07:18,50 	the next morning, our view descends to the bed, where someone and someone sleep facing each other, her hand gently resting on his cheek.
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS526 	01:13:48,00 --> 01:13:55,50 	at a dressing table, someone faces a mirror as she backcombs her hair.
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS530 	01:14:02,00 --> 01:14:08,50 	facing her mirror, the young woman copies the hairstyle.
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS617 	01:23:32,00 --> 01:23:40,50 	the bride and groom smile at the officiant, then face each other lovingly, and hold each other's hands.
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS628 	01:26:12,00 --> 01:26:18,50 	their expressions grow pensive and they both face the stage.
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS637 	01:28:04,00 --> 01:28:08,50 	someone faces someone.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS104 	00:07:01,00 --> 00:07:05,50 	he faces his mother.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS117 	00:07:43,00 --> 00:07:49,50 	he faces the doctor with a wrathful glare.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS124 	00:08:07,00 --> 00:08:13,50 	tables in the medical lab quiver as someone faces the guard
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS128 	00:08:22,00 --> 00:08:28,50 	facing the lab, he stretches his arms wide.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS166 	00:12:26,00 --> 00:12:31,50 	in her natural blue form, someone faces a mirror.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS168 	00:12:35,00 --> 00:12:42,50 	she faces a doorway, which shows her adopted brother hunched over paperwork on a desk.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS170 	00:12:42,00 --> 00:12:47,50 	spits, and faces her reflection morosely.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS172 	00:12:49,00 --> 00:12:56,50 	lingering near the doorway, she faces someone with a vulnerable gaze.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS177 	00:14:05,00 --> 00:14:11,50 	now we face a gold bar marked with a swastika.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS210 	00:15:46,00 --> 00:15:52,50 	he calmly strolls back around the desk, then faces the banker.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS259 	00:19:56,00 --> 00:20:01,50 	in the study, the agent ducks and faces a bookcase,
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS272 	00:21:40,00 --> 00:21:44,50 	mactaggert faces her partner.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS300 	00:23:16,00 --> 00:23:21,50 	with a cold scowl, he turns to face the stranger.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS330 	00:24:58,00 --> 00:25:03,50 	someone faces him gravely.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS346 	00:27:26,00 --> 00:27:32,50 	someone faces someone, who reclines on a lounge chair.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS357 	00:29:12,00 --> 00:29:16,50 	someone faces someone.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS363 	00:30:11,00 --> 00:30:16,50 	someone drily faces someone and someone.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS424 	00:37:16,00 --> 00:37:21,50 	someone faces someone.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS446 	00:39:20,00 --> 00:39:26,50 	as someone faces someone, she exhales and lowers her chin.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS458 	00:40:11,00 --> 00:40:16,50 	in a recess at the lab, someone sits facing someone.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS467 	00:41:51,00 --> 00:41:58,50 	someone stares after someone as he saunters off, then faces someone.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS478 	00:42:43,00 --> 00:42:48,50 	he faces the compassionate young man.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS516 	00:47:27,00 --> 00:47:33,50 	now in an aquarium, a teenaged boy and girl face a fish tank.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS577 	00:54:31,00 --> 00:54:36,50 	he faces soldiers in back with him.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS631 	00:58:31,00 --> 00:58:36,50 	they exchange a look and someone faces someone.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS724 	01:05:08,00 --> 01:05:14,50 	someone steps in and faces the huddle of terrified young recruit
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS728 	01:05:47,00 --> 01:05:52,50 	he faces someone pointedly.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS737 	01:06:55,00 --> 01:07:02,50 	he faces someone who scowls as someone speaks.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS741 	01:07:23,00 --> 01:07:29,50 	someone joins angel at her side and faces the other
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS755 	01:08:13,00 --> 01:08:18,50 	he faces someone, whose eyes widen.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS783 	01:09:57,00 --> 01:10:02,50 	the general faces someone's menacing team.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS791 	01:10:47,00 --> 01:10:54,50 	someone faces the group, his angular features set in a grim frown.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS855 	01:18:25,00 --> 01:18:32,50 	facing three mannequins, someone shoots a shaft of energy from his chest.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS872 	01:19:54,00 --> 01:20:00,50 	someone faces someone.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS895 	01:21:49,00 --> 01:21:54,50 	someone faces the satellite dish.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS971 	01:29:13,00 --> 01:29:21,50 	someone faces a sultry woman, slightly older, with wavy blonde hair.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS993 	01:30:35,00 --> 01:30:40,50 	she faces someone, who takes a bottle out of a refrigerator.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS993 	01:30:35,00 --> 01:30:40,50 	he faces her, slack-jawed.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS1035 	01:33:37,00 --> 01:33:44,50 	on either side of the cargo ship, the opposing fleets face each other.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS1041 	01:34:19,00 --> 01:34:23,50 	an officer faces him.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS1077 	01:37:20,00 --> 01:37:26,50 	on the russian ship, the captain faces the possessed officer.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS1180 	01:45:31,00 --> 01:45:37,50 	someone stands up and faces the sailors with his hands up.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS1222 	01:49:14,00 --> 01:49:27,50 	someone rises from beast and faces his leader.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS1222 	01:49:14,00 --> 01:49:27,50 	beast throws someone, then strikes his chest, dropping him face down on the sand.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS1227 	01:50:19,00 --> 01:50:26,50 	the girder trapping someone falls and he steps around the someone to face him.
