21_JUMP_STREET.srt 	21_JUMP_STREET_DVS21 	00:02:57,00 --> 00:03:02,50 	sitting on a nearby bench, the nerd looks over.
PARENTAL_GUIDANCE.srt 	PARENTAL_GUIDANCE_DVS332 	01:18:53,00 --> 01:18:59,50 	he looks at his daughter who stares back with a disappointed gaze.
PARENTAL_GUIDANCE.srt 	PARENTAL_GUIDANCE_DVS347 	01:22:49,00 --> 01:22:53,50 	he looks down.
PARENTAL_GUIDANCE.srt 	PARENTAL_GUIDANCE_DVS384 	01:28:22,00 --> 01:28:29,50 	with wide eyes, he looks up at someone and someone who smile at their son's affection.
PERCY_JACKSON_LIGHTENING_THIEF.srt 	PERCY_JACKSON_LIGHTENING_THIEF_DVS66 	00:18:24,00 --> 00:18:32,50 	as they race across the clearing, someone looks back to see the minotaur lift her car overhead and throw it.
PERCY_JACKSON_LIGHTENING_THIEF.srt 	PERCY_JACKSON_LIGHTENING_THIEF_DVS68 	00:18:47,00 --> 00:18:54,50 	someone looks up and notices ancient greek words, which transform to read, camp half-blood,
PERCY_JACKSON_LIGHTENING_THIEF.srt 	PERCY_JACKSON_LIGHTENING_THIEF_DVS109 	00:24:45,00 --> 00:24:54,50 	he and someone stand at the edge of the clearing and look out at the distant lakeshore.
PERCY_JACKSON_LIGHTENING_THIEF.srt 	PERCY_JACKSON_LIGHTENING_THIEF_DVS113 	00:26:11,00 --> 00:26:15,50 	they look at the boathouse.
PERCY_JACKSON_LIGHTENING_THIEF.srt 	PERCY_JACKSON_LIGHTENING_THIEF_DVS295 	01:13:51,00 --> 01:13:59,50 	with a raised eyebrow someone looks around as he slowly chews, then grins merrily.
PERCY_JACKSON_LIGHTENING_THIEF.srt 	PERCY_JACKSON_LIGHTENING_THIEF_DVS336 	01:23:20,00 --> 01:23:26,50 	the ferryman looks at him then extends his hand.
PROMETHEUS.srt 	PROMETHEUS_DVS58 	00:03:18,00 --> 00:03:24,50 	he serenely looks up at the ascending saucer-shaped craft.
PROMETHEUS.srt 	PROMETHEUS_DVS184 	00:12:43,00 --> 00:12:48,50 	looking down, he cocks his head and frowns.
PROMETHEUS.srt 	PROMETHEUS_DVS449 	00:47:06,00 --> 00:47:11,50 	as the others stare, someone and someone look more closely.
PROMETHEUS.srt 	PROMETHEUS_DVS549 	01:01:09,00 --> 01:01:15,50 	someone looks away then faces him with a coy smirk.
PROMETHEUS.srt 	PROMETHEUS_DVS612 	01:07:32,00 --> 01:07:37,50 	as someone looks on, he enters a code into a panel beside the door.
PROMETHEUS.srt 	PROMETHEUS_DVS619 	01:08:03,00 --> 01:08:09,50 	looking on, someone narrows her blue eyes.
PROMETHEUS.srt 	PROMETHEUS_DVS667 	01:12:16,00 --> 01:12:23,50 	curiously looking on as the alien rotates the chair to face the controls.
PROMETHEUS.srt 	PROMETHEUS_DVS688 	01:13:37,00 --> 01:13:43,50 	someone looks up and finds a glowing sphere hovering directly above him.
PROMETHEUS.srt 	PROMETHEUS_DVS833 	01:30:16,00 --> 01:30:22,50 	she splashes water on her face, then looks over the counter.
PROMETHEUS.srt 	PROMETHEUS_DVS838 	01:30:42,00 --> 01:30:48,50 	nodding, she glances around, then looks over the counter.
PROMETHEUS.srt 	PROMETHEUS_DVS857 	01:34:04,00 --> 01:34:08,50 	she looks up at him.
PROMETHEUS.srt 	PROMETHEUS_DVS872 	01:36:19,00 --> 01:36:25,50 	someone looks over the urns.
PROMETHEUS.srt 	PROMETHEUS_DVS892 	01:38:31,00 --> 01:38:41,50 	standing upright, the pale bald titan looks over his mesmerized visitors.
PROMETHEUS.srt 	PROMETHEUS_DVS894 	01:38:49,00 --> 01:38:53,50 	the engineer looks at someone.
PROMETHEUS.srt 	PROMETHEUS_DVS896 	01:39:24,00 --> 01:39:30,50 	the engineer looks at someone who eagerly waits for a reply.
PROMETHEUS.srt 	PROMETHEUS_DVS909 	01:40:30,00 --> 01:40:39,50 	someone looks at his rattled shipmate, then lowers his gaze.
PROMETHEUS.srt 	PROMETHEUS_DVS913 	01:40:56,00 --> 01:41:01,50 	someone tries to look in its direction.
PROMETHEUS.srt 	PROMETHEUS_DVS971 	01:47:07,00 --> 01:47:14,50 	as someone keeps running, someone looks up at the looming mass, then rolls out of its way.
PROMETHEUS.srt 	PROMETHEUS_DVS981 	01:48:05,00 --> 01:48:12,50 	she looks at her wrist then turns on her side and glances around.
PROMETHEUS.srt 	PROMETHEUS_DVS995 	01:49:14,00 --> 01:49:20,50 	her eyes wide, she looks over her shoulder at the doors.
PROMETHEUS.srt 	PROMETHEUS_DVS1051 	01:54:26,00 --> 01:54:31,50 	looking on, someone smiles admiringly.
PROMETHEUS.srt 	PROMETHEUS_DVS1077 	01:57:44,00 --> 01:57:50,50 	the alien straightens, sitting up on its heels and looks around.
PUBLIC_ENEMIES.srt 	PUBLIC_ENEMIES_DVS36 	00:05:53,00 --> 00:06:11,50 	someone looks up to his old friend and grins, then his hardened face goes blank.
PUBLIC_ENEMIES.srt 	PUBLIC_ENEMIES_DVS48 	00:08:08,00 --> 00:08:30,50 	now in the car as someone drives, someone looks back at someone.
PUBLIC_ENEMIES.srt 	PUBLIC_ENEMIES_DVS60 	00:10:58,00 --> 00:11:03,50 	as the other looks out the window.
PUBLIC_ENEMIES.srt 	PUBLIC_ENEMIES_DVS105 	00:17:17,00 --> 00:17:23,50 	the mustached senator looks director hoover in the eye.
PUBLIC_ENEMIES.srt 	PUBLIC_ENEMIES_DVS108 	00:18:29,00 --> 00:18:34,50 	hoover looks to his young associate.
PUBLIC_ENEMIES.srt 	PUBLIC_ENEMIES_DVS113 	00:20:25,00 --> 00:20:29,50 	he checks his watch and look.
PUBLIC_ENEMIES.srt 	PUBLIC_ENEMIES_DVS124 	00:23:00,00 --> 00:23:23,50 	she looks up at him.
PUBLIC_ENEMIES.srt 	PUBLIC_ENEMIES_DVS128 	00:23:42,00 --> 00:23:48,50 	he warily locks eyes with her, then looks away.
PUBLIC_ENEMIES.srt 	PUBLIC_ENEMIES_DVS144 	00:25:52,00 --> 00:26:06,50 	later in an elegant restaurant, someone uneasily scans her surroundings, then looks to someone.
PUBLIC_ENEMIES.srt 	PUBLIC_ENEMIES_DVS158 	00:28:42,00 --> 00:28:53,50 	someone swaps looks with gilbert, then shoves through a revolving door.
PUBLIC_ENEMIES.srt 	PUBLIC_ENEMIES_DVS174 	00:32:58,00 --> 00:33:05,50 	someone eyes it, then looks to a staring co-worker.
PUBLIC_ENEMIES.srt 	PUBLIC_ENEMIES_DVS175 	00:33:05,00 --> 00:33:25,50 	as she takes in the space, he sets a chair near a sofa and looks to her.
PUBLIC_ENEMIES.srt 	PUBLIC_ENEMIES_DVS178 	00:33:35,00 --> 00:33:41,50 	someone complies and looks around with a faint smile.
PUBLIC_ENEMIES.srt 	PUBLIC_ENEMIES_DVS196 	00:37:18,00 --> 00:37:24,50 	one of the street agents looks to his young partner who bows his head.
PUBLIC_ENEMIES.srt 	PUBLIC_ENEMIES_DVS207 	00:39:22,00 --> 00:39:33,50 	the woman looks wearily to the stout gentleman at the dining table.
PUBLIC_ENEMIES.srt 	PUBLIC_ENEMIES_DVS220 	00:40:46,00 --> 00:40:51,50 	someone stops, looking down.
PUBLIC_ENEMIES.srt 	PUBLIC_ENEMIES_DVS265 	00:50:36,00 --> 00:50:42,50 	he looks up.
PUBLIC_ENEMIES.srt 	PUBLIC_ENEMIES_DVS318 	01:01:17,00 --> 01:01:27,50 	the guard looks through a peephole then unlocks the door for the janitor.
PUBLIC_ENEMIES.srt 	PUBLIC_ENEMIES_DVS344 	01:06:00,00 --> 01:06:05,50 	someone looks at the mechanic.
PUBLIC_ENEMIES.srt 	PUBLIC_ENEMIES_DVS365 	01:09:46,00 --> 01:10:04,50 	he looks at gilbert.
PUBLIC_ENEMIES.srt 	PUBLIC_ENEMIES_DVS369 	01:10:20,00 --> 01:10:26,50 	someone looks at gilbert whose hand rest on his gun.
PUBLIC_ENEMIES.srt 	PUBLIC_ENEMIES_DVS386 	01:14:22,00 --> 01:14:34,50 	homer looks away nervously as someone sits with a worried look, his face tilted down.
PUBLIC_ENEMIES.srt 	PUBLIC_ENEMIES_DVS390 	01:15:02,00 --> 01:15:09,50 	someone rubs his lips thoughtfully as he looks at someone and nods.
PUBLIC_ENEMIES.srt 	PUBLIC_ENEMIES_DVS408 	01:19:02,00 --> 01:19:07,50 	homer looks on.
PUBLIC_ENEMIES.srt 	PUBLIC_ENEMIES_DVS411 	01:19:26,00 --> 01:19:30,50 	he looks to someone.
PUBLIC_ENEMIES.srt 	PUBLIC_ENEMIES_DVS435 	01:23:50,00 --> 01:23:55,50 	someone looks someone in the eye.
PUBLIC_ENEMIES.srt 	PUBLIC_ENEMIES_DVS512 	01:37:15,00 --> 01:37:27,50 	carrying the brown paper bag, she steps off the sidewalk between parked cars and looks around in the middle of the street.
PUBLIC_ENEMIES.srt 	PUBLIC_ENEMIES_DVS571 	01:46:17,00 --> 01:46:23,50 	she keeps her head down and looks directly at him.
PUBLIC_ENEMIES.srt 	PUBLIC_ENEMIES_DVS574 	01:47:05,00 --> 01:47:16,50 	someone looks him in the eye.
PUBLIC_ENEMIES.srt 	PUBLIC_ENEMIES_DVS586 	01:49:10,00 --> 01:49:17,50 	her weary gaze hangs straight ahead, then she looks directly at someone.
PUBLIC_ENEMIES.srt 	PUBLIC_ENEMIES_DVS601 	01:52:36,00 --> 01:52:45,50 	now at a stone wall, someone, someone, and other men look down at an idling steam locomotive.
PUBLIC_ENEMIES.srt 	PUBLIC_ENEMIES_DVS611 	01:54:48,00 --> 01:54:56,50 	as he listens, someone looks up from a newspaper.
PUBLIC_ENEMIES.srt 	PUBLIC_ENEMIES_DVS632 	01:59:01,00 --> 01:59:20,50 	at the wheel of a parked car, someone looks to someone seated shotgun.
PUBLIC_ENEMIES.srt 	PUBLIC_ENEMIES_DVS635 	01:59:33,00 --> 01:59:48,50 	the agent looks away, shifting his anxious gaze.
PUBLIC_ENEMIES.srt 	PUBLIC_ENEMIES_DVS638 	02:00:03,00 --> 02:00:38,50 	someone blinks, then looks over his shoulder.
PUBLIC_ENEMIES.srt 	PUBLIC_ENEMIES_DVS638 	02:00:03,00 --> 02:00:38,50 	spotting the trio, he looks away.
PUBLIC_ENEMIES.srt 	PUBLIC_ENEMIES_DVS650 	02:02:34,00 --> 02:02:57,50 	posted near the box office, he looks across the street.
PUBLIC_ENEMIES.srt 	PUBLIC_ENEMIES_DVS679 	02:07:19,00 --> 02:07:34,50 	someone glances away, then looks someone in the eye.
PUBLIC_ENEMIES.srt 	PUBLIC_ENEMIES_DVS682 	02:08:08,00 --> 02:08:15,50 	someone lights a cigarette and pensively looks away.
ROBIN_HOOD.srt 	ROBIN_HOOD_DVS47 	00:11:12,00 --> 00:11:17,50 	someone looks away uncomfortably.
ROBIN_HOOD.srt 	ROBIN_HOOD_DVS106 	00:27:01,00 --> 00:27:13,50 	kneeling, he lays it on someone's chest as his companions look on.
ROBIN_HOOD.srt 	ROBIN_HOOD_DVS162 	00:39:56,00 --> 00:40:02,50 	someone looks up uneasily.
ROBIN_HOOD.srt 	ROBIN_HOOD_DVS193 	00:46:34,00 --> 00:46:38,50 	someone looks on.
ROBIN_HOOD.srt 	ROBIN_HOOD_DVS234 	00:54:07,00 --> 00:54:14,50 	someone looks over her shoulder, appraises someone, then resumes her work.
ROBIN_HOOD.srt 	ROBIN_HOOD_DVS282 	01:07:07,00 --> 01:07:41,50 	resting his head on his hand, he looks to the curtain.
ROBIN_HOOD.srt 	ROBIN_HOOD_DVS282 	01:07:07,00 --> 01:07:41,50 	someone politely rolls onto his back and looks away.
ROBIN_HOOD.srt 	ROBIN_HOOD_DVS288 	01:08:29,00 --> 01:08:41,50 	someone carefully unrolls the scroll as the aid looks on behind him.
ROBIN_HOOD.srt 	ROBIN_HOOD_DVS336 	01:22:32,00 --> 01:22:49,50 	with glistening eyes, someone looks down to find someone holding a dagger to her own heart.
ROBIN_HOOD.srt 	ROBIN_HOOD_DVS346 	01:25:07,00 --> 01:25:11,50 	someone shyly looks away.
ROBIN_HOOD.srt 	ROBIN_HOOD_DVS348 	01:25:15,00 --> 01:25:35,50 	someone looks over her shoulder to find her companion pausing to take in his surroundings.
ROBIN_HOOD.srt 	ROBIN_HOOD_DVS395 	01:37:33,00 --> 01:37:40,50 	the archer bows his head, then looks back to the cross.
ROBIN_HOOD.srt 	ROBIN_HOOD_DVS406 	01:41:20,00 --> 01:41:25,50 	he looks out to the crowd.
ROBIN_HOOD.srt 	ROBIN_HOOD_DVS432 	01:47:01,00 --> 01:47:05,50 	inside, several women are looking around.
ROBIN_HOOD.srt 	ROBIN_HOOD_DVS450 	01:52:07,00 --> 01:52:31,50 	someone and his friends respectfully look on him.
ROBIN_HOOD.srt 	ROBIN_HOOD_DVS456 	01:53:15,00 --> 01:53:39,50 	as his mounted friends look on a few yards off, someone climbs astride his horse.
RUBY_SPARKS.srt 	RUBY_SPARKS_DVS43 	00:07:17,00 --> 00:07:25,50 	he looks at himself in a mirror.
RUBY_SPARKS.srt 	RUBY_SPARKS_DVS65 	00:10:28,00 --> 00:10:35,50 	now, the young woman looks down at someone, the afternoon sun gleaming over her shoulder.
RUBY_SPARKS.srt 	RUBY_SPARKS_DVS88 	00:15:09,00 --> 00:15:16,50 	someone looks at a ceiling vent.
RUBY_SPARKS.srt 	RUBY_SPARKS_DVS143 	00:24:54,00 --> 00:25:02,50 	someone looks around with his hand on his chest.
RUBY_SPARKS.srt 	RUBY_SPARKS_DVS240 	00:37:03,00 --> 00:37:09,50 	someone looks around then leans back in his chair.
RUBY_SPARKS.srt 	RUBY_SPARKS_DVS249 	00:39:23,00 --> 00:39:28,50 	someone looks up at the house and shakes his head.
RUBY_SPARKS.srt 	RUBY_SPARKS_DVS273 	00:41:47,00 --> 00:41:52,50 	he looks up from his typewriter then hurries out.
RUBY_SPARKS.srt 	RUBY_SPARKS_DVS285 	00:45:12,00 --> 00:45:17,50 	the brothers look each other in the eye.
RUBY_SPARKS.srt 	RUBY_SPARKS_DVS356 	00:58:19,00 --> 00:58:29,50 	someone looks back and forth between mort and the women with folded arms.
RUBY_SPARKS.srt 	RUBY_SPARKS_DVS430 	01:06:35,00 --> 01:06:41,50 	reaching the other side, he looks around worriedly and ends the call.
RUBY_SPARKS.srt 	RUBY_SPARKS_DVS450 	01:08:43,00 --> 01:08:49,50 	someone stares at his brother then looks down at someone.
RUBY_SPARKS.srt 	RUBY_SPARKS_DVS454 	01:09:55,00 --> 01:10:01,50 	someone stares at his brother then looks down at the pool with a thoughtful smile.
RUBY_SPARKS.srt 	RUBY_SPARKS_DVS456 	01:10:02,00 --> 01:10:09,50 	as someone looks on, she tiptoes back and forth over the kitchen tiles.
RUBY_SPARKS.srt 	RUBY_SPARKS_DVS478 	01:12:29,00 --> 01:12:35,50 	someone folds his hands and looks away.
RUBY_SPARKS.srt 	RUBY_SPARKS_DVS480 	01:12:59,00 --> 01:13:03,50 	someone looks to someone hopefully.
RUBY_SPARKS.srt 	RUBY_SPARKS_DVS486 	01:14:01,00 --> 01:14:07,50 	looking pass the woman, he notices someone drinking on her own.
RUBY_SPARKS.srt 	RUBY_SPARKS_DVS505 	01:18:27,00 --> 01:18:33,50 	slack-jawed, someone looks at someone.
RUBY_SPARKS.srt 	RUBY_SPARKS_DVS547 	01:24:45,00 --> 01:24:50,50 	someone crosses to the desk and looks at the page.
RUBY_SPARKS.srt 	RUBY_SPARKS_DVS585 	01:27:32,00 --> 01:27:37,50 	the wide-eyed author looks up from his typewriter.
RUBY_SPARKS.srt 	RUBY_SPARKS_DVS607 	01:29:16,00 --> 01:29:22,50 	someone looks up from the page and peers in someone's direction.
RUBY_SPARKS.srt 	RUBY_SPARKS_DVS613 	01:29:45,00 --> 01:29:50,50 	someone, look at the last page.
RUBY_SPARKS.srt 	RUBY_SPARKS_DVS664 	01:35:48,00 --> 01:35:52,50 	someone looks up from his book.
RUBY_SPARKS.srt 	RUBY_SPARKS_DVS674 	01:37:31,00 --> 01:37:37,50 	she looks exactly like someone.
RUBY_SPARKS.srt 	RUBY_SPARKS_DVS676 	01:37:50,00 --> 01:37:54,50 	he looks up from one of the pages.
SALT.srt 	SALT_DVS22 	00:03:52,00 --> 00:04:37,50 	the man looks up at the woman and smiles.
SALT.srt 	SALT_DVS71 	00:15:27,00 --> 00:15:33,50 	in the observation room, someone and someone look up sharply.
SALT.srt 	SALT_DVS91 	00:19:11,00 --> 00:19:18,50 	she looks up at a security camera in the corner and snaps her fingers.
SALT.srt 	SALT_DVS113 	00:21:38,00 --> 00:21:50,50 	now someone idly spins the wheels of an upturned office chair as she looks through a glass wall into another corridor.
SALT.srt 	SALT_DVS147 	00:26:04,00 --> 00:26:15,50 	glancing up, she catches him watching and he quickly looks away.
SALT.srt 	SALT_DVS171 	00:29:14,00 --> 00:29:25,50 	he sweeps his gaze over the u-shaped courtyard then looks to the ground roughly ten stories below.
SALT.srt 	SALT_DVS258 	00:45:18,00 --> 00:45:43,50 	across the street, a woman with dark brown hair looks on.
SALT.srt 	SALT_DVS258 	00:45:18,00 --> 00:45:43,50 	matveyev gets out and solemnly looks around.
SALT.srt 	SALT_DVS359 	01:04:01,00 --> 01:04:10,50 	she looks up at a guard in a suit, aiming a handgun at her.
SALT.srt 	SALT_DVS472 	01:20:59,00 --> 01:21:03,50 	he looks over.
SALT.srt 	SALT_DVS485 	01:23:48,00 --> 01:23:54,50 	he leans his arms against the glass and looks into her eyes.
SALT.srt 	SALT_DVS534 	01:31:25,00 --> 01:31:29,50 	the agents look away uneasily.
SALT.srt 	SALT_DVS535 	01:31:29,00 --> 01:31:42,50 	someone coldly straightens and looks him in the eye.
SALT.srt 	SALT_DVS538 	01:32:22,00 --> 01:32:29,50 	his chest heaving, someone shifts his bewildered gaze then looks to someone again.
SALT.srt 	SALT_DVS539 	01:32:46,00 --> 01:32:53,50 	someone looks away.
SALT.srt 	SALT_DVS541 	01:33:11,00 --> 01:33:28,50 	someone looks up at the mysterious woman, who watches him with a steady earnest gaze.
SALT.srt 	SALT_DVS544 	01:33:42,00 --> 01:33:54,50 	as he looks up at her blood stained face, her eyes glisten and she displays a big smile.
SALT.srt 	SALT_DVS546 	01:34:05,00 --> 01:34:23,50 	craning his neck, he looks pass her to the fbi agents.
SANCTUM.srt 	SANCTUM_DVS53 	00:11:31,00 --> 00:11:37,50 	they all look to someone who checks the computer.
SANCTUM.srt 	SANCTUM_DVS67 	00:15:04,00 --> 00:15:11,50 	she shares a smile with someone, then looks to someone and jumps backward over the edge.
SANCTUM.srt 	SANCTUM_DVS69 	00:15:17,00 --> 00:15:22,50 	he looks back at someone.
SANCTUM.srt 	SANCTUM_DVS95 	00:19:30,00 --> 00:19:35,50 	someone looks back at someone.
SANCTUM.srt 	SANCTUM_DVS181 	00:37:55,00 --> 00:38:02,50 	someone and someone look up the shaft with their headlamps.
SANCTUM.srt 	SANCTUM_DVS186 	00:38:20,00 --> 00:38:28,50 	someone looks around.
SANCTUM.srt 	SANCTUM_DVS191 	00:43:43,00 --> 00:43:48,50 	he looks his son in the eye and gives a small nod.
SANCTUM.srt 	SANCTUM_DVS192 	00:43:47,00 --> 00:43:54,50 	looking up, someone notices the boulder sealing off their exit.
SANCTUM.srt 	SANCTUM_DVS205 	00:46:01,00 --> 00:46:07,50 	someone gravely looks from her to someone.
SANCTUM.srt 	SANCTUM_DVS243 	00:51:24,00 --> 00:51:29,50 	while someone soberly looks on.
SANCTUM.srt 	SANCTUM_DVS249 	00:52:16,00 --> 00:52:24,50 	left alone, someone worriedly shakes her head and looks away.
SANCTUM.srt 	SANCTUM_DVS264 	00:54:18,00 --> 00:54:24,50 	someone turns to look as someone crawls into view.
SANCTUM.srt 	SANCTUM_DVS297 	00:59:35,00 --> 00:59:46,50 	someone looks back at his hesitant friend who makes a fist and presses on.
SANCTUM.srt 	SANCTUM_DVS312 	01:03:09,00 --> 01:03:16,50 	he looks at more shimmering blood on his palm and makes a fist.
SANCTUM.srt 	SANCTUM_DVS318 	01:03:56,00 --> 01:04:01,50 	someone and someone go looking for him.
SANCTUM.srt 	SANCTUM_DVS328 	01:05:30,00 --> 01:05:35,50 	someone looks on uncertainly.
SANCTUM.srt 	SANCTUM_DVS332 	01:06:18,00 --> 01:06:27,50 	he looks at someone who sadly gazes at the floor.
SANCTUM.srt 	SANCTUM_DVS367 	01:11:46,00 --> 01:11:51,50 	someone looks up from the ledge below.
SANCTUM.srt 	SANCTUM_DVS374 	01:14:29,00 --> 01:14:38,50 	someone sets down his ropes and looks across the way.
SANCTUM.srt 	SANCTUM_DVS419 	01:20:57,00 --> 01:21:01,50 	someone looks away.
SANCTUM.srt 	SANCTUM_DVS422 	01:21:20,00 --> 01:21:28,50 	someone looks up.
SANCTUM.srt 	SANCTUM_DVS432 	01:22:30,00 --> 01:22:40,50 	as his son's light glows on his face, someone looks away and swallows.
SANCTUM.srt 	SANCTUM_DVS458 	01:25:42,00 --> 01:25:53,50 	someone looks at his son, his profile traced in a glimmer of light.
SANCTUM.srt 	SANCTUM_DVS467 	01:26:50,00 --> 01:26:56,50 	rain falls on someone's face as he looks up.
SANCTUM.srt 	SANCTUM_DVS470 	01:27:16,00 --> 01:27:31,50 	squatting, someone fills a container with oil from the tank, then looks over at someone who strikes a flint under the shelter of a wheel well.
SANCTUM.srt 	SANCTUM_DVS479 	01:29:04,00 --> 01:29:08,50 	someone looks over.
SANCTUM.srt 	SANCTUM_DVS482 	01:29:25,00 --> 01:29:35,50 	looking down, someone pauses and furrows his brow.
SANCTUM.srt 	SANCTUM_DVS529 	01:38:14,00 --> 01:38:20,50 	someone looks down at him, lips parted.
SNOW_FLOWER_FD.srt 	SNOW_FLOWER_FD_DVS40 	00:03:13,00 --> 00:03:19,50 	she looks up at the club with a furrowed brow.
SNOW_FLOWER_FD.srt 	SNOW_FLOWER_FD_DVS67 	00:05:02,00 --> 00:05:09,50 	looking the other way, she breaks into a jog and joins a tall woman.
SNOW_FLOWER_FD.srt 	SNOW_FLOWER_FD_DVS169 	00:12:30,00 --> 00:12:35,50 	it looks like a man's suit jacket.
SNOW_FLOWER_FD.srt 	SNOW_FLOWER_FD_DVS189 	00:13:45,00 --> 00:13:50,50 	the girl looks to the woman holding her shoulder.
SNOW_FLOWER_FD.srt 	SNOW_FLOWER_FD_DVS479 	00:31:24,00 --> 00:31:31,50 	she looks up at her mother-in-law, who turns to her with an unyielding expression.
SNOW_FLOWER_FD.srt 	SNOW_FLOWER_FD_DVS530 	00:34:34,00 --> 00:34:39,50 	someone wakes and looks up at the visitor.
SNOW_FLOWER_FD.srt 	SNOW_FLOWER_FD_DVS607 	00:40:21,00 --> 00:40:26,50 	someone looks toward the gate.
SNOW_FLOWER_FD.srt 	SNOW_FLOWER_FD_DVS698 	00:45:43,00 --> 00:45:49,50 	she shakes her head, then looks at someone and someone.
SNOW_FLOWER_FD.srt 	SNOW_FLOWER_FD_DVS724 	00:48:03,00 --> 00:48:09,50 	she hugs someone, who looks past her with a worried expression.
SNOW_FLOWER_FD.srt 	SNOW_FLOWER_FD_DVS796 	00:53:21,00 --> 00:53:26,50 	behind them, villagers look on.
SNOW_FLOWER_FD.srt 	SNOW_FLOWER_FD_DVS810 	00:53:59,00 --> 00:54:04,50 	someone looks sadly at her.
SNOW_FLOWER_FD.srt 	SNOW_FLOWER_FD_DVS813 	00:54:06,00 --> 00:54:12,50 	someone glances down, then looks hesitantly at someone.
SNOW_FLOWER_FD.srt 	SNOW_FLOWER_FD_DVS834 	00:55:25,00 --> 00:55:30,50 	he looks past his wife to someone,
SNOW_FLOWER_FD.srt 	SNOW_FLOWER_FD_DVS865 	00:57:23,00 --> 00:57:29,50 	she stirs awake and looks around.
SNOW_FLOWER_FD.srt 	SNOW_FLOWER_FD_DVS956 	01:02:01,00 --> 01:02:06,50 	he looks down at his lost child.
SNOW_FLOWER_FD.srt 	SNOW_FLOWER_FD_DVS986 	01:04:21,00 --> 01:04:25,50 	someone looks on mournfully.
SNOW_FLOWER_FD.srt 	SNOW_FLOWER_FD_DVS1015 	01:06:23,00 --> 01:06:28,50 	she looks away remorsefully.
SNOW_FLOWER_FD.srt 	SNOW_FLOWER_FD_DVS1026 	01:06:57,00 --> 01:07:02,50 	looking down at the comatose woman.
SNOW_FLOWER_FD.srt 	SNOW_FLOWER_FD_DVS1063 	01:11:28,00 --> 01:11:33,50 	a stunned someone looks on uneasily.
SNOW_FLOWER_FD.srt 	SNOW_FLOWER_FD_DVS1092 	01:14:41,00 --> 01:14:46,50 	her friend doesn't look at her.
SNOW_FLOWER_FD.srt 	SNOW_FLOWER_FD_DVS1100 	01:15:11,00 --> 01:15:16,50 	then looks down at their clasped hands.
SNOW_FLOWER_FD.srt 	SNOW_FLOWER_FD_DVS1136 	01:17:14,00 --> 01:17:21,50 	someone clasps hands with her and looks uncertainly toward the palanquin.
SNOW_FLOWER_FD.srt 	SNOW_FLOWER_FD_DVS1138 	01:17:22,00 --> 01:17:27,50 	someone slowly turns and looks at her.
SNOW_FLOWER_FD.srt 	SNOW_FLOWER_FD_DVS1171 	01:19:22,00 --> 01:19:27,50 	she looks up at someone with glistening eyes.
SNOW_FLOWER_FD.srt 	SNOW_FLOWER_FD_DVS1236 	01:23:03,00 --> 01:23:07,50 	her old friend looks down,
SNOW_FLOWER_FD.srt 	SNOW_FLOWER_FD_DVS1246 	01:23:44,00 --> 01:23:49,50 	she raises her head slowly and looks at someone.
SNOW_FLOWER_FD.srt 	SNOW_FLOWER_FD_DVS1288 	01:28:41,00 --> 01:28:48,50 	someone looks up at him and nods, her chest heaving beneath her black wool coat.
SNOW_FLOWER_FD.srt 	SNOW_FLOWER_FD_DVS1290 	01:29:04,00 --> 01:29:10,50 	someone looks up at him, her eyes wide and shining.
SNOW_FLOWER_FD.srt 	SNOW_FLOWER_FD_DVS1300 	01:29:56,00 --> 01:30:03,50 	looking down, she pulls out a small brass key with a circular toggle
SNOW_FLOWER_FD.srt 	SNOW_FLOWER_FD_DVS1378 	01:33:57,00 --> 01:34:03,50 	someone blinks, then looks at someone through half closed eyes.
SNOW_FLOWER_FD.srt 	SNOW_FLOWER_FD_DVS1407 	01:35:49,00 --> 01:35:56,50 	she looked at the fan and could not allow things to end as they had,
SNOW_FLOWER_FD.srt 	SNOW_FLOWER_FD_DVS1422 	01:36:41,00 --> 01:36:48,50 	we have to look inside ourselves to find what stays the same.
SNOW_FLOWER_FD.srt 	SNOW_FLOWER_FD_DVS1465 	01:39:04,00 --> 01:39:09,50 	our view looks down on the two friend's faces.
SORCERERS_APPRENTICE.srt 	SORCERERS_APPRENTICE_DVS23 	00:05:03,00 --> 00:05:20,50 	the girl looks back to her friends.
SORCERERS_APPRENTICE.srt 	SORCERERS_APPRENTICE_DVS74 	00:14:09,00 --> 00:14:16,50 	someone looks around and notices the someone dynasty urn standing upright.
SORCERERS_APPRENTICE.srt 	SORCERERS_APPRENTICE_DVS86 	00:16:51,00 --> 00:17:02,50 	she looks away.
SORCERERS_APPRENTICE.srt 	SORCERERS_APPRENTICE_DVS99 	00:19:47,00 --> 00:19:57,50 	looking away, someone nods awkwardly.
SORCERERS_APPRENTICE.srt 	SORCERERS_APPRENTICE_DVS120 	00:23:39,00 --> 00:23:45,50 	he pauses and looks at his apartment.
SORCERERS_APPRENTICE.srt 	SORCERERS_APPRENTICE_DVS127 	00:24:24,00 --> 00:24:29,50 	he looks across the track and sees a wolf.
SORCERERS_APPRENTICE.srt 	SORCERERS_APPRENTICE_DVS131 	00:24:55,00 --> 00:25:00,50 	someone looks down.
SORCERERS_APPRENTICE.srt 	SORCERERS_APPRENTICE_DVS168 	00:33:17,00 --> 00:33:22,50 	someone looks up at the window.
